Time, tau_r1, tau_r2, tau_r3, tau_r4, tau_r5, tau_r6, tau_n1, tau_n2, tau_n3, tau_n4, tau_n5, tau_n6,
32.886, -12.5014, 10.6073, 35.1393, -4.40876, -2.07471, -1.7635, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
32.986, -13.0697, 16.2897, 36.0714, -4.35689, -1.34856, -1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
33.086, -12.8802, 14.0167, 34.4869, -4.66809, -0.933619, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
33.186, -13.0697, 14.7744, 33.9276, -4.14942, -1.24483, -1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
33.286, -13.2591, 17.2368, 36.1646, -4.9793, -1.4523, -1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
33.386, -13.6379, 16.1003, 34.5801, -4.51249, -0.622413, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
33.486, -13.8273, 20.078, 35.6986, -4.9793, -1.86724, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
33.586, -13.0697, 19.6992, 34.3005, -4.92743, -2.64525, -1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
33.686, -13.8273, 20.078, 34.6733, -4.87556, -2.64525, -1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
33.786, -14.0167, 21.7828, 31.2246, -4.61623, -1.14109, -1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
33.886, -14.0167, 28.0335, 31.9703, -4.66809, -1.97097, -1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
33.986, -14.2062, 32.39, 29.6401, -4.87556, -0.933619, -1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
34.086, -14.3956, 38.6407, 26.1914, -4.77183, -0, -1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
34.186, -13.0697, 59.287, 13.6083, -4.56436, 4.25315, -1.19296, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
34.286, -14.0167, 75.1979, 10.5325, -4.46062, 5.1349, -1.19296, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
34.386, -13.0697, 86.5628, 10.7189, -4.46062, 4.40876, -1.19296, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
34.486, -12.8802, 84.8581, 8.20229, -4.71996, 4.87556, -1.19296, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
34.586, -12.1226, 89.9723, 7.45662, -5.08304, 4.87556, -1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
34.686, -11.5543, 93.003, 4.84681, -5.70545, 5.1349, -1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
34.786, -10.6073, 94.3289, 5.68568, -6.17226, 5.65358, -0.933619, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
34.886, -9.47077, 91.6771, 5.87209, -6.7428, 6.22413, -0.570545, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
34.986, -8.14486, 88.2676, 6.89738, -6.95027, 5.18677, -0.311206, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
35.086, -6.25071, 89.9723, 9.41399, -7.78016, 5.49798, -0.0518677, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
35.186, -3.78831, 83.3428, 8.57512, -8.03949, 5.70545, 0.466809, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
35.286, -0.947077, 80.691, 10.7189, -8.5063, 7.31335, 0.881751, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
35.386, 1.89415, 71.7884, 13.4219, -8.40257, 6.4316, 0.881751, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
35.486, 3.97772, 66.106, 14.9132, -8.55817, 5.23864, 1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
35.586, 5.11422, 66.4848, 13.4219, -8.3507, 5.29051, 0.778016, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
35.686, 6.25071, 65.9166, 13.888, -8.1951, 5.96479, 0.570545, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
35.786, 5.68246, 68.7578, 14.5404, -8.3507, 6.17226, 0.311206, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
35.886, 5.49305, 70.0837, 13.6083, -8.29883, 5.75732, 0.466809, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
35.986, 5.11422, 71.9779, 12.3966, -7.98763, 6.17226, 0.622413, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
36.086, 5.87188, 71.9779, 10.9985, -7.98763, 6.32786, 0.933619, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
36.186, 5.87188, 70.2731, 10.9985, -7.98763, 5.29051, 1.19296, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
36.286, 6.62954, 69.8943, 11.5578, -8.24697, 6.53533, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
36.386, 7.57662, 70.652, 12.2102, -8.45444, 5.91292, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
36.486, 7.57662, 69.5155, 13.0491, -8.55817, 5.54984, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
36.586, 8.14486, 70.8414, 12.117, -8.5063, 6.84654, 1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
36.686, 8.33428, 66.106, 12.117, -8.5063, 5.34237, 1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
36.786, 9.28136, 66.6742, 13.7015, -8.24697, 6.32786, 1.7635, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
36.886, 8.90252, 66.106, 13.1423, -8.24697, 6.27599, 1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
36.986, 9.09194, 63.4542, 14.1676, -8.09136, 6.01665, 1.65977, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
37.086, 9.09194, 64.5907, 13.3287, -7.88389, 5.49798, 1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
37.186, 8.33428, 66.6742, 12.0238, -8.14323, 6.5872, 1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
37.286, 6.81895, 68.1895, 13.0491, -8.5063, 5.49798, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
37.386, 5.49305, 70.2731, 9.97324, -8.09136, 5.91292, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
37.486, 3.97772, 69.1366, 10.5325, -8.14323, 6.32786, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
37.586, 1.13649, 67.8107, 9.04116, -7.62455, 6.4316, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
37.686, -0.378831, 65.1589, 9.32078, -8.09136, 6.17226, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
37.786, -1.32591, 66.2954, 9.32078, -7.67642, 6.95027, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
37.886, -2.65182, 65.3483, 10.4393, -7.62455, 5.86105, 1.65977, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
37.986, -3.97772, 65.5377, 8.85474, -7.62455, 7.57269, 1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
38.086, -6.06129, 64.5907, 9.41399, -7.98763, 6.84654, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
38.186, -7.76603, 59.6659, 11.1849, -8.03949, 7.00214, 1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
38.286, -10.6073, 60.2341, 10.5325, -7.67642, 7.15774, 1.7635, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
38.386, -12.1226, 58.1505, 10.9053, -7.93576, 6.79467, 1.65977, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
38.486, -14.0167, 57.014, 10.2529, -7.88389, 6.7428, 1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
38.586, -15.5321, 55.6881, 11.5578, -7.31335, 5.44611, 1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
38.686, -16.2897, 52.6575, 11.5578, -7.31335, 7.05401, 1.14109, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
38.786, -16.4791, 51.7104, 12.3034, -6.32786, 6.37973, 0.466809, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
38.886, -15.9109, 50.3845, 13.3287, -4.51249, 5.75732, -0.985486, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
38.986, -15.7215, 49.8163, 12.8627, -4.25315, 6.48346, -1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
39.086, -14.9638, 49.4374, 12.8627, -3.94195, 7.10588, -1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
39.186, -14.7744, 48.1115, 13.3287, -4.14942, 7.05401, -1.86724, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
39.286, -13.2591, 46.5962, 14.1676, -3.527, 5.91292, -2.12658, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
39.386, -12.6908, 44.3232, 15.0997, -3.2158, 7.05401, -2.48965, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
39.486, -10.4178, 41.6714, 15.7521, -3.73448, 6.4316, -2.02284, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
39.586, -7.57662, 38.8302, 15.0997, -2.90459, 6.32786, -2.07471, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
39.686, -4.35655, 36.1783, 17.7095, -3.42327, 6.12039, -2.23031, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
39.786, -0.757662, 33.9054, 21.1582, -3.26767, 6.27599, -2.17844, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
39.886, 2.65182, 31.2535, 24.234, -3.3714, 6.06852, -2.12658, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
39.986, 6.06129, 29.3594, 24.234, -3.527, 5.86105, -2.33405, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
40.086, 9.47077, 26.897, 22.2767, -2.85272, 6.7428, -2.07471, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
40.186, 12.1226, 25.3817, 17.3367, -3.527, 5.86105, -2.12658, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
40.286, 14.2062, 24.624, 13.9812, -3.73448, 5.96479, -2.17844, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
40.386, 16.1003, 23.4875, 12.9559, -3.47514, 7.41708, -2.02284, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
40.486, 16.2897, 23.4875, 13.1423, -3.57887, 5.96479, -1.65977, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
40.586, 16.2897, 22.5404, 12.0238, -3.94195, 6.37973, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
40.686, 17.6156, 21.2145, 11.4646, -4.30502, 7.05401, -1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
40.786, 18.1839, 21.2145, 11.651, -6.84654, 6.06852, 0.67428, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
40.886, 17.805, 21.4039, 10.0664, -7.62455, 7.00214, 1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
40.986, 16.2897, 19.131, 9.41399, -6.95027, 7.26148, 1.97097, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
41.086, 14.7744, 20.8357, 10.6257, -7.41708, 7.00214, 1.86724, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
41.186, 12.6908, 19.5098, 9.69361, -7.57269, 7.36521, 1.97097, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
41.286, 11.7438, 17.2368, 9.78682, -7.26148, 7.20961, 1.97097, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
41.386, 10.4178, 17.0474, 8.3887, -7.20961, 6.84654, 1.81537, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
41.486, 9.28136, 13.4485, 10.2529, -7.36521, 6.4316, 1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
41.586, 8.33428, 13.6379, 9.41399, -7.00214, 6.12039, 1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
41.686, 7.3872, 14.7744, 10.0664, -6.48346, 6.69093, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
41.786, 6.44012, 16.1003, 10.3461, -6.79467, 7.57269, 1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
41.886, 5.87188, 15.7215, 9.69361, -6.69093, 6.22413, 1.7635, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
41.986, 5.11422, 15.5321, 10.1597, -6.84654, 7.05401, 1.7635, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
42.086, 4.73539, 14.3956, 10.1597, -6.95027, 8.14323, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
42.186, 4.9248, 13.0697, 10.9053, -7.10588, 7.00214, 1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
42.286, 5.11422, 13.6379, 9.78682, -7.05401, 6.27599, 1.65977, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
42.386, 5.49305, 14.585, 9.97324, -6.69093, 6.69093, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
42.486, 6.06129, 12.5014, 10.7189, -6.7428, 6.79467, 1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
42.586, 6.62954, 7.95545, 10.0664, -6.95027, 6.89841, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
42.686, 6.62954, 9.28136, 9.97324, -6.53533, 6.95027, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
42.786, 6.44012, 10.039, 9.04116, -6.69093, 6.89841, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
42.886, 5.87188, 11.3649, 10.1597, -6.48346, 7.00214, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
42.986, 5.30363, 11.9332, 10.7189, -6.69093, 6.79467, 1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
43.086, 4.54597, 15.1532, 10.9985, -6.69093, 7.20961, 1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
43.186, 4.35655, 12.8802, 10.5325, -6.32786, 7.62455, 1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
43.286, 3.78831, 10.6073, 9.78682, -6.17226, 7.57269, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
43.386, 3.22006, 13.2591, 9.5072, -6.01665, 7.20961, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
43.486, 2.65182, 14.585, 10.6257, -6.17226, 6.63907, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
43.586, 2.27299, 14.3956, 9.97324, -5.86105, 6.32786, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
43.686, 1.89415, 14.0167, 10.4393, -6.01665, 7.57269, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
43.786, 1.51532, 16.2897, 10.3461, -5.80918, 6.32786, 1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
43.886, 1.13649, 17.6156, 10.0664, -5.86105, 7.26148, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
43.986, 0.568246, 17.6156, 10.9985, -5.75732, 6.89841, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
44.086, -0.189415, 17.9945, 10.9053, -6.01665, 6.27599, 1.19296, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
44.186, -1.32591, 24.0558, 10.8121, -5.75732, 5.91292, 1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
44.286, -3.03065, 37.6937, 11.1849, -6.01665, 2.43778, 1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
44.386, -3.97772, 63.4542, 14.0744, -6.01665, 0.0518677, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
44.486, -4.73539, 74.6297, 19.5736, -5.80918, 0.985486, 1.14109, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
44.586, -5.87188, 82.3957, 22.8359, -5.49798, 0.518677, 0.985486, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
44.686, -7.19779, 83.1534, 23.768, -4.9793, -0.155603, 0.622413, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
44.786, -7.57662, 86.7523, 25.0729, -4.25315, -0.933619, 0.259339, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
44.886, -8.90252, 87.3205, 24.0476, -3.68261, 0.0518677, -0.207471, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
44.986, -10.6073, 92.2453, 28.1488, -3.3714, 0.0518677, -0.466809, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
45.086, -11.1755, 92.0559, 31.411, -3.63074, -1.29669, -0.778016, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
45.186, -12.1226, 89.5935, 30.0129, -3.16393, -0, -1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
45.286, -13.4485, 88.8358, 32.1567, -3.42327, 0.259339, -1.14109, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
45.386, -14.3956, 82.964, 31.9703, -3.527, -0.0518677, -1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
45.486, -15.3426, 75.5768, 32.5295, -3.94195, -0.207471, -1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
45.586, -17.0474, 72.5461, 35.6054, -4.46062, -1.19296, -1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
45.686, -18.3733, 69.5155, 35.1393, -5.86105, -1.19296, 0.518677, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
45.786, -19.3204, 61.9388, 37.0967, -7.31335, -0.414942, 1.7635, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
45.886, -17.0474, 57.5823, 34.3937, -7.98763, -0.622413, 2.33405, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
45.986, -14.2062, 50.0057, 32.0635, -8.5063, 0.155603, 3.57887, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
46.086, -5.68246, 43.755, 32.6227, -8.5063, -0.67428, 3.47514, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
46.186, 5.87188, 28.0335, 31.9703, -9.43992, -1.40043, 3.00833, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
46.286, 9.28136, 20.4569, 32.8092, -8.66191, 0.0518677, 2.69712, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
46.386, 9.28136, 17.9945, 33.7412, -8.76564, -2.28218, 2.12658, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
46.486, 6.81895, 14.9638, 37.5627, -8.45444, -2.07471, 0.778016, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
46.586, 4.73539, 15.9109, 39.4269, -4.92743, -1.03735, -2.54152, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
46.686, -1.51532, 14.2062, 39.6133, -6.32786, -0.881751, -3.00833, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
46.786, -9.28136, 10.039, 37.1899, -5.70545, -2.33405, -2.28218, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
46.886, -18.1839, 10.2284, 36.9103, -7.52082, -2.17844, -2.17844, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
46.986, -24.0558, 14.3956, 37.3763, -6.84654, -1.55603, -1.91911, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
47.086, -26.3287, 13.2591, 37.1899, -7.62455, -1.81537, -1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
47.186, -27.4652, 10.7967, 35.6054, -7.31335, -1.24483, -1.81537, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
47.286, -27.4652, 14.0167, 34.9529, -7.78016, -1.29669, -1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
47.386, -28.0335, 13.2591, 33.9276, -7.41708, -0.67428, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
47.486, -27.6547, 9.47077, 35.9782, -7.83202, -2.12658, -1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
47.586, -28.9806, 13.2591, 35.1393, -7.93576, -1.08922, -1.65977, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
47.686, -28.9806, 14.585, 35.0461, -8.1951, -1.29669, -1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
47.786, -29.7382, 14.3956, 35.1393, -8.86938, -1.24483, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
47.886, -30.8747, 14.7744, 35.6986, -9.28432, -1.29669, -1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
47.986, -30.6853, 17.9945, 34.2073, -9.18058, -0.311206, -1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
48.086, -32.0112, 17.4262, 33.8344, -8.92125, -1.50416, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
48.186, -31.2535, 15.3426, 33.5548, -7.00214, -2.23031, -1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
48.286, -23.8663, 16.858, 34.3005, -5.44611, -2.12658, -1.7635, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
48.386, -17.0474, 22.1616, 33.5548, -5.60171, -1.55603, -1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
48.486, -13.8273, 21.4039, 32.4363, -5.65358, -0.466809, -1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
48.586, -13.6379, 19.131, 34.7665, -5.49798, -2.28218, -1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
48.686, -13.6379, 21.4039, 31.8771, -5.23864, -0.414942, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
48.786, -13.0697, 24.4346, 32.9024, -5.03117, -2.85272, -1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
48.886, -12.312, 23.1087, 33.5548, -4.87556, -1.34856, -1.65977, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
48.986, -12.5014, 23.6769, 32.3431, -4.66809, -1.6079, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
49.086, -12.6908, 20.4569, 32.2499, -4.61623, -1.19296, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
49.186, -12.5014, 23.2981, 31.9703, -4.35689, -2.74899, -1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
