Time, xr, yr, zr, q0r, q1r, q2r, q3r, xn, yn, zn, q0n, q1n, q2n, q3n, xd, yd, zd, q0d, q1d, q2d, q3d
0.623, 0.298174, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238207, 0.301048, -0.173773, 0.337478, 0.072254, 0.997086, 0.0243335, -0.00267503, 0, 0, 0, 0.072254, 0.997086, 0.0243335, -0.00267503, 
0.624, 0.298173, -0.172715, 0.335975, 0.0773735, 0.996657, 0.0261076, -0.00238342, 0.301061, -0.17378, 0.337487, 0.0722329, 0.997088, 0.0243221, -0.00267508, 0, 0, 0, 0.0722329, 0.997088, 0.0243221, -0.00267508, 
0.625, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238301, 0.301074, -0.173788, 0.337496, 0.0722118, 0.997089, 0.0243106, -0.00267512, 0, 0, 0, 0.0722118, 0.997089, 0.0243106, -0.00267512, 
0.626, 0.298172, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261071, -0.00238425, 0.301086, -0.173795, 0.337504, 0.0721906, 0.997091, 0.024299, -0.00267515, 0, 0, 0, 0.0721906, 0.997091, 0.024299, -0.00267515, 
0.627, 0.298173, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261072, -0.00238251, 0.301099, -0.173803, 0.337513, 0.0721694, 0.997093, 0.0242875, -0.00267517, 0, 0, 0, 0.0721694, 0.997093, 0.0242875, -0.00267517, 
0.628, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261081, -0.00238295, 0.301112, -0.173811, 0.337522, 0.0721482, 0.997095, 0.024276, -0.00267517, 0, 0, 0, 0.0721482, 0.997095, 0.024276, -0.00267517, 
0.629, 0.298174, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261082, -0.00238194, 0.301125, -0.173818, 0.33753, 0.0721269, 0.997097, 0.0242644, -0.00267517, 0, 0, 0, 0.0721269, 0.997097, 0.0242644, -0.00267517, 
0.63, 0.298174, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261082, -0.00238211, 0.301138, -0.173826, 0.337539, 0.0721055, 0.997099, 0.0242529, -0.00267516, 0, 0, 0, 0.0721055, 0.997099, 0.0242529, -0.00267516, 
0.631, 0.298174, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261082, -0.00238114, 0.301151, -0.173834, 0.337548, 0.0720842, 0.9971, 0.0242413, -0.00267514, 0, 0, 0, 0.0720842, 0.9971, 0.0242413, -0.00267514, 
0.632, 0.298173, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261077, -0.00238295, 0.301164, -0.173841, 0.337556, 0.0720627, 0.997102, 0.0242297, -0.0026751, 0, 0, 0, 0.0720627, 0.997102, 0.0242297, -0.0026751, 
0.633, 0.298174, -0.172715, 0.335976, 0.0773743, 0.996657, 0.0261078, -0.00238127, 0.301178, -0.173849, 0.337565, 0.0720413, 0.997104, 0.0242181, -0.00267506, 0, 0, 0, 0.0720413, 0.997104, 0.0242181, -0.00267506, 
0.634, 0.298173, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261076, -0.00238344, 0.301191, -0.173857, 0.337574, 0.0720197, 0.997106, 0.0242064, -0.002675, 0, 0, 0, 0.0720197, 0.997106, 0.0242064, -0.002675, 
0.635, 0.298173, -0.172715, 0.335975, 0.0773746, 0.996657, 0.0261077, -0.002383, 0.301204, -0.173864, 0.337582, 0.0719982, 0.997108, 0.0241948, -0.00267494, 0, 0, 0, 0.0719982, 0.997108, 0.0241948, -0.00267494, 
0.636, 0.298173, -0.172715, 0.335975, 0.0773751, 0.996657, 0.0261077, -0.00238206, 0.301217, -0.173872, 0.337591, 0.0719766, 0.99711, 0.0241832, -0.00267487, 0, 0, 0, 0.0719766, 0.99711, 0.0241832, -0.00267487, 
0.637, 0.298174, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238165, 0.30123, -0.17388, 0.3376, 0.0719549, 0.997111, 0.0241715, -0.00267478, 0, 0, 0, 0.0719549, 0.997111, 0.0241715, -0.00267478, 
0.638, 0.298174, -0.172715, 0.335975, 0.0773753, 0.996657, 0.0261082, -0.00238243, 0.301244, -0.173887, 0.337608, 0.0719333, 0.997113, 0.0241598, -0.00267468, 0, 0, 0, 0.0719333, 0.997113, 0.0241598, -0.00267468, 
0.639, 0.298173, -0.172715, 0.335975, 0.0773734, 0.996657, 0.0261077, -0.00238293, 0.301257, -0.173895, 0.337617, 0.0719115, 0.997115, 0.0241481, -0.00267458, 0, 0, 0, 0.0719115, 0.997115, 0.0241481, -0.00267458, 
0.64, 0.298174, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261087, -0.00238156, 0.30127, -0.173903, 0.337626, 0.0718898, 0.997117, 0.0241364, -0.00267446, 0, 0, 0, 0.0718898, 0.997117, 0.0241364, -0.00267446, 
0.641, 0.298174, -0.172715, 0.335975, 0.0773742, 0.996657, 0.0261081, -0.00238293, 0.301284, -0.173911, 0.337634, 0.0718679, 0.997119, 0.0241247, -0.00267434, 0, 0, 0, 0.0718679, 0.997119, 0.0241247, -0.00267434, 
0.642, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238244, 0.301297, -0.173918, 0.337643, 0.0718461, 0.997121, 0.024113, -0.0026742, 0, 0, 0, 0.0718461, 0.997121, 0.024113, -0.0026742, 
0.643, 0.298173, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261077, -0.00238285, 0.301311, -0.173926, 0.337652, 0.0718242, 0.997122, 0.0241013, -0.00267405, 0, 0, 0, 0.0718242, 0.997122, 0.0241013, -0.00267405, 
0.644, 0.298174, -0.172715, 0.335974, 0.0773739, 0.996657, 0.0261076, -0.00238365, 0.301324, -0.173934, 0.33766, 0.0718022, 0.997124, 0.0240895, -0.0026739, 0, 0, 0, 0.0718022, 0.997124, 0.0240895, -0.0026739, 
0.645, 0.298174, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261072, -0.00238285, 0.301338, -0.173942, 0.337669, 0.0717803, 0.997126, 0.0240778, -0.00267373, 0, 0, 0, 0.0717803, 0.997126, 0.0240778, -0.00267373, 
0.646, 0.298173, -0.172715, 0.335975, 0.0773756, 0.996657, 0.0261081, -0.00238297, 0.301351, -0.173949, 0.337677, 0.0717582, 0.997128, 0.024066, -0.00267355, 0, 0, 0, 0.0717582, 0.997128, 0.024066, -0.00267355, 
0.647, 0.298174, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261082, -0.00238155, 0.301365, -0.173957, 0.337686, 0.0717362, 0.99713, 0.0240542, -0.00267337, 0, 0, 0, 0.0717362, 0.99713, 0.0240542, -0.00267337, 
0.648, 0.298173, -0.172716, 0.335975, 0.0773756, 0.996657, 0.0261072, -0.00238252, 0.301379, -0.173965, 0.337695, 0.071714, 0.997132, 0.0240424, -0.00267317, 0, 0, 0, 0.071714, 0.997132, 0.0240424, -0.00267317, 
0.649, 0.298174, -0.172715, 0.335975, 0.0773753, 0.996657, 0.0261077, -0.00238203, 0.301392, -0.173973, 0.337703, 0.0716919, 0.997134, 0.0240306, -0.00267296, 0, 0, 0, 0.0716919, 0.997134, 0.0240306, -0.00267296, 
0.65, 0.298174, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261082, -0.0023817, 0.301406, -0.17398, 0.337712, 0.0716697, 0.997136, 0.0240188, -0.00267274, 0, 0, 0, 0.0716697, 0.997136, 0.0240188, -0.00267274, 
0.651, 0.298173, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261081, -0.00238383, 0.30142, -0.173988, 0.33772, 0.0716474, 0.997137, 0.0240069, -0.00267252, 0, 0, 0, 0.0716474, 0.997137, 0.0240069, -0.00267252, 
0.652, 0.298173, -0.172715, 0.335975, 0.0773753, 0.996657, 0.0261077, -0.00238298, 0.301434, -0.173996, 0.337729, 0.0716252, 0.997139, 0.0239951, -0.00267228, 0, 0, 0, 0.0716252, 0.997139, 0.0239951, -0.00267228, 
0.653, 0.298173, -0.172715, 0.335974, 0.0773743, 0.996657, 0.0261081, -0.00238327, 0.301448, -0.174004, 0.337738, 0.0716028, 0.997141, 0.0239832, -0.00267203, 0, 0, 0, 0.0716028, 0.997141, 0.0239832, -0.00267203, 
0.654, 0.298173, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261076, -0.00238381, 0.301461, -0.174012, 0.337746, 0.0715805, 0.997143, 0.0239714, -0.00267177, 0, 0, 0, 0.0715805, 0.997143, 0.0239714, -0.00267177, 
0.655, 0.298174, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.0023816, 0.301475, -0.174019, 0.337755, 0.071558, 0.997145, 0.0239595, -0.0026715, 0, 0, 0, 0.071558, 0.997145, 0.0239595, -0.0026715, 
0.656, 0.298173, -0.172715, 0.335975, 0.0773751, 0.996657, 0.0261077, -0.00238214, 0.301489, -0.174027, 0.337763, 0.0715356, 0.997147, 0.0239476, -0.00267123, 0, 0, 0, 0.0715356, 0.997147, 0.0239476, -0.00267123, 
0.657, 0.298174, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261072, -0.00238198, 0.301503, -0.174035, 0.337772, 0.0715131, 0.997149, 0.0239357, -0.00267094, 0, 0, 0, 0.0715131, 0.997149, 0.0239357, -0.00267094, 
0.658, 0.298174, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261063, -0.00238183, 0.301517, -0.174043, 0.337781, 0.0714905, 0.997151, 0.0239238, -0.00267064, 0, 0, 0, 0.0714905, 0.997151, 0.0239238, -0.00267064, 
0.659, 0.298174, -0.172714, 0.335975, 0.077374, 0.996657, 0.0261082, -0.00238251, 0.301531, -0.174051, 0.337789, 0.0714679, 0.997153, 0.0239118, -0.00267033, 0, 0, 0, 0.0714679, 0.997153, 0.0239118, -0.00267033, 
0.66, 0.298174, -0.172716, 0.335976, 0.0773752, 0.996657, 0.0261073, -0.00238119, 0.301545, -0.174059, 0.337798, 0.0714453, 0.997155, 0.0238999, -0.00267001, 0, 0, 0, 0.0714453, 0.997155, 0.0238999, -0.00267001, 
0.661, 0.298173, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261077, -0.00238248, 0.30156, -0.174066, 0.337806, 0.0714226, 0.997156, 0.0238879, -0.00266968, 0, 0, 0, 0.0714226, 0.997156, 0.0238879, -0.00266968, 
0.662, 0.298173, -0.172715, 0.335974, 0.0773743, 0.996657, 0.0261076, -0.00238404, 0.301574, -0.174074, 0.337815, 0.0713999, 0.997158, 0.023876, -0.00266934, 0, 0, 0, 0.0713999, 0.997158, 0.023876, -0.00266934, 
0.663, 0.298173, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261082, -0.00238207, 0.301588, -0.174082, 0.337823, 0.0713772, 0.99716, 0.023864, -0.002669, 0, 0, 0, 0.0713772, 0.99716, 0.023864, -0.002669, 
0.664, 0.298174, -0.172715, 0.335975, 0.0773756, 0.996657, 0.0261077, -0.00238247, 0.301602, -0.17409, 0.337832, 0.0713543, 0.997162, 0.023852, -0.00266864, 0, 0, 0, 0.0713543, 0.997162, 0.023852, -0.00266864, 
0.665, 0.298174, -0.172714, 0.335975, 0.0773743, 0.996657, 0.0261087, -0.00238171, 0.301617, -0.174098, 0.33784, 0.0713315, 0.997164, 0.02384, -0.00266827, 0, 0, 0, 0.0713315, 0.997164, 0.02384, -0.00266827, 
0.666, 0.298173, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261072, -0.0023833, 0.301631, -0.174106, 0.337849, 0.0713086, 0.997166, 0.023828, -0.00266789, 0, 0, 0, 0.0713086, 0.997166, 0.023828, -0.00266789, 
0.667, 0.298174, -0.172715, 0.335975, 0.0773735, 0.996657, 0.0261077, -0.00238208, 0.301645, -0.174113, 0.337858, 0.0712857, 0.997168, 0.023816, -0.0026675, 0, 0, 0, 0.0712857, 0.997168, 0.023816, -0.0026675, 
0.668, 0.298175, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261082, -0.00238162, 0.30166, -0.174121, 0.337866, 0.0712627, 0.99717, 0.023804, -0.0026671, 0, 0, 0, 0.0712627, 0.99717, 0.023804, -0.0026671, 
0.669, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261081, -0.00238297, 0.301674, -0.174129, 0.337875, 0.0712397, 0.997172, 0.023792, -0.0026667, 0, 0, 0, 0.0712397, 0.997172, 0.023792, -0.0026667, 
0.67, 0.298175, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261082, -0.00238154, 0.301689, -0.174137, 0.337883, 0.0712166, 0.997174, 0.0237799, -0.00266628, 0, 0, 0, 0.0712166, 0.997174, 0.0237799, -0.00266628, 
0.671, 0.298173, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261076, -0.00238379, 0.301703, -0.174145, 0.337892, 0.0711935, 0.997176, 0.0237679, -0.00266585, 0, 0, 0, 0.0711935, 0.997176, 0.0237679, -0.00266585, 
0.672, 0.298173, -0.172716, 0.335975, 0.0773755, 0.996657, 0.0261077, -0.00238245, 0.301718, -0.174153, 0.3379, 0.0711704, 0.997178, 0.0237558, -0.00266541, 0, 0, 0, 0.0711704, 0.997178, 0.0237558, -0.00266541, 
0.673, 0.298174, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.00238239, 0.301732, -0.174161, 0.337909, 0.0711472, 0.99718, 0.0237437, -0.00266496, 0, 0, 0, 0.0711472, 0.99718, 0.0237437, -0.00266496, 
0.674, 0.298173, -0.172715, 0.335976, 0.0773751, 0.996657, 0.0261077, -0.00238182, 0.301747, -0.174169, 0.337917, 0.0711239, 0.997182, 0.0237317, -0.00266451, 0, 0, 0, 0.0711239, 0.997182, 0.0237317, -0.00266451, 
0.675, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261082, -0.00238248, 0.301761, -0.174176, 0.337926, 0.0711007, 0.997184, 0.0237196, -0.00266404, 0, 0, 0, 0.0711007, 0.997184, 0.0237196, -0.00266404, 
0.676, 0.298173, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261077, -0.00238248, 0.301776, -0.174184, 0.337934, 0.0710773, 0.997185, 0.0237075, -0.00266356, 0, 0, 0, 0.0710773, 0.997185, 0.0237075, -0.00266356, 
0.677, 0.298174, -0.172716, 0.335975, 0.0773738, 0.996657, 0.0261073, -0.00238147, 0.301791, -0.174192, 0.337943, 0.071054, 0.997187, 0.0236954, -0.00266308, 0, 0, 0, 0.071054, 0.997187, 0.0236954, -0.00266308, 
0.678, 0.298173, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261072, -0.00238338, 0.301806, -0.1742, 0.337951, 0.0710306, 0.997189, 0.0236832, -0.00266258, 0, 0, 0, 0.0710306, 0.997189, 0.0236832, -0.00266258, 
0.679, 0.298174, -0.172715, 0.335975, 0.0773749, 0.996657, 0.0261077, -0.00238202, 0.30182, -0.174208, 0.337959, 0.0710071, 0.997191, 0.0236711, -0.00266207, 0, 0, 0, 0.0710071, 0.997191, 0.0236711, -0.00266207, 
0.68, 0.298174, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238207, 0.301835, -0.174216, 0.337968, 0.0709836, 0.997193, 0.023659, -0.00266155, 0, 0, 0, 0.0709836, 0.997193, 0.023659, -0.00266155, 
0.681, 0.298173, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261076, -0.00238339, 0.30185, -0.174224, 0.337976, 0.0709601, 0.997195, 0.0236468, -0.00266103, 0, 0, 0, 0.0709601, 0.997195, 0.0236468, -0.00266103, 
0.682, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.00238296, 0.301865, -0.174232, 0.337985, 0.0709365, 0.997197, 0.0236346, -0.00266049, 0, 0, 0, 0.0709365, 0.997197, 0.0236346, -0.00266049, 
0.683, 0.298174, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261073, -0.00238158, 0.30188, -0.17424, 0.337993, 0.0709129, 0.997199, 0.0236225, -0.00265995, 0, 0, 0, 0.0709129, 0.997199, 0.0236225, -0.00265995, 
0.684, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261076, -0.00238331, 0.301895, -0.174248, 0.338002, 0.0708892, 0.997201, 0.0236103, -0.00265939, 0, 0, 0, 0.0708892, 0.997201, 0.0236103, -0.00265939, 
0.685, 0.298173, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261071, -0.00238377, 0.30191, -0.174256, 0.33801, 0.0708655, 0.997203, 0.0235981, -0.00265883, 0, 0, 0, 0.0708655, 0.997203, 0.0235981, -0.00265883, 
0.686, 0.298174, -0.172715, 0.335975, 0.0773761, 0.996657, 0.0261077, -0.0023824, 0.301925, -0.174264, 0.338019, 0.0708417, 0.997205, 0.0235859, -0.00265825, 0, 0, 0, 0.0708417, 0.997205, 0.0235859, -0.00265825, 
0.687, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.0023819, 0.30194, -0.174271, 0.338027, 0.0708179, 0.997207, 0.0235737, -0.00265767, 0, 0, 0, 0.0708179, 0.997207, 0.0235737, -0.00265767, 
0.688, 0.298173, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261072, -0.00238322, 0.301955, -0.174279, 0.338035, 0.0707941, 0.997209, 0.0235615, -0.00265707, 0, 0, 0, 0.0707941, 0.997209, 0.0235615, -0.00265707, 
0.689, 0.298174, -0.172715, 0.335974, 0.0773749, 0.996657, 0.0261077, -0.00238281, 0.30197, -0.174287, 0.338044, 0.0707702, 0.997211, 0.0235493, -0.00265647, 0, 0, 0, 0.0707702, 0.997211, 0.0235493, -0.00265647, 
0.69, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.00238286, 0.301986, -0.174295, 0.338052, 0.0707463, 0.997213, 0.023537, -0.00265585, 0, 0, 0, 0.0707463, 0.997213, 0.023537, -0.00265585, 
0.691, 0.298173, -0.172716, 0.335975, 0.0773742, 0.996657, 0.0261072, -0.00238288, 0.302001, -0.174303, 0.338061, 0.0707223, 0.997215, 0.0235248, -0.00265523, 0, 0, 0, 0.0707223, 0.997215, 0.0235248, -0.00265523, 
0.692, 0.298175, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261073, -0.00238109, 0.302016, -0.174311, 0.338069, 0.0706983, 0.997217, 0.0235125, -0.0026546, 0, 0, 0, 0.0706983, 0.997217, 0.0235125, -0.0026546, 
0.693, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261076, -0.0023834, 0.302031, -0.174319, 0.338077, 0.0706743, 0.997219, 0.0235003, -0.00265395, 0, 0, 0, 0.0706743, 0.997219, 0.0235003, -0.00265395, 
0.694, 0.298173, -0.172715, 0.335974, 0.0773743, 0.996657, 0.0261081, -0.00238327, 0.302047, -0.174327, 0.338086, 0.0706502, 0.997221, 0.023488, -0.0026533, 0, 0, 0, 0.0706502, 0.997221, 0.023488, -0.0026533, 
0.695, 0.298174, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261072, -0.00238237, 0.302062, -0.174335, 0.338094, 0.070626, 0.997223, 0.0234757, -0.00265264, 0, 0, 0, 0.070626, 0.997223, 0.0234757, -0.00265264, 
0.696, 0.298173, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261077, -0.00238285, 0.302078, -0.174343, 0.338102, 0.0706018, 0.997225, 0.0234635, -0.00265197, 0, 0, 0, 0.0706018, 0.997225, 0.0234635, -0.00265197, 
0.697, 0.298174, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261072, -0.00238196, 0.302093, -0.174351, 0.338111, 0.0705776, 0.997227, 0.0234512, -0.00265129, 0, 0, 0, 0.0705776, 0.997227, 0.0234512, -0.00265129, 
0.698, 0.298173, -0.172715, 0.335975, 0.0773756, 0.996657, 0.0261077, -0.00238294, 0.302108, -0.174359, 0.338119, 0.0705533, 0.997229, 0.0234389, -0.0026506, 0, 0, 0, 0.0705533, 0.997229, 0.0234389, -0.0026506, 
0.699, 0.298174, -0.172716, 0.335975, 0.0773752, 0.996657, 0.0261073, -0.00238148, 0.302124, -0.174367, 0.338127, 0.070529, 0.997231, 0.0234266, -0.0026499, 0, 0, 0, 0.070529, 0.997231, 0.0234266, -0.0026499, 
0.7, 0.298174, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261077, -0.00238216, 0.30214, -0.174375, 0.338136, 0.0705047, 0.997233, 0.0234143, -0.00264919, 0, 0, 0, 0.0705047, 0.997233, 0.0234143, -0.00264919, 
0.701, 0.298172, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261081, -0.00238431, 0.302155, -0.174383, 0.338144, 0.0704803, 0.997235, 0.0234019, -0.00264847, 0, 0, 0, 0.0704803, 0.997235, 0.0234019, -0.00264847, 
0.702, 0.298174, -0.172715, 0.335975, 0.0773742, 0.996657, 0.0261082, -0.00238238, 0.302171, -0.174391, 0.338152, 0.0704558, 0.997237, 0.0233896, -0.00264774, 0, 0, 0, 0.0704558, 0.997237, 0.0233896, -0.00264774, 
0.703, 0.298173, -0.172714, 0.335974, 0.0773744, 0.996657, 0.0261091, -0.00238342, 0.302187, -0.174399, 0.338161, 0.0704313, 0.997239, 0.0233773, -0.002647, 0, 0, 0, 0.0704313, 0.997239, 0.0233773, -0.002647, 
0.704, 0.298174, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261083, -0.00238075, 0.302202, -0.174407, 0.338169, 0.0704068, 0.997241, 0.0233649, -0.00264625, 0, 0, 0, 0.0704068, 0.997241, 0.0233649, -0.00264625, 
0.705, 0.298174, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261082, -0.00238155, 0.302218, -0.174415, 0.338177, 0.0703822, 0.997243, 0.0233526, -0.00264549, 0, 0, 0, 0.0703822, 0.997243, 0.0233526, -0.00264549, 
0.706, 0.298174, -0.172714, 0.335975, 0.0773752, 0.996657, 0.0261086, -0.00238261, 0.302234, -0.174423, 0.338186, 0.0703576, 0.997245, 0.0233402, -0.00264473, 0, 0, 0, 0.0703576, 0.997245, 0.0233402, -0.00264473, 
0.707, 0.298174, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261077, -0.00238239, 0.30225, -0.174431, 0.338194, 0.0703329, 0.997247, 0.0233278, -0.00264395, 0, 0, 0, 0.0703329, 0.997247, 0.0233278, -0.00264395, 
0.708, 0.298173, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261067, -0.00238288, 0.302266, -0.174439, 0.338202, 0.0703082, 0.997249, 0.0233155, -0.00264316, 0, 0, 0, 0.0703082, 0.997249, 0.0233155, -0.00264316, 
0.709, 0.298174, -0.172715, 0.335975, 0.0773735, 0.996657, 0.0261077, -0.00238248, 0.302281, -0.174447, 0.33821, 0.0702835, 0.997251, 0.0233031, -0.00264237, 0, 0, 0, 0.0702835, 0.997251, 0.0233031, -0.00264237, 
0.71, 0.298175, -0.172715, 0.335976, 0.0773751, 0.996657, 0.0261078, -0.00238032, 0.302297, -0.174455, 0.338219, 0.0702587, 0.997253, 0.0232907, -0.00264156, 0, 0, 0, 0.0702587, 0.997253, 0.0232907, -0.00264156, 
0.711, 0.298174, -0.172716, 0.335975, 0.0773747, 0.996657, 0.0261072, -0.00238205, 0.302313, -0.174463, 0.338227, 0.0702339, 0.997255, 0.0232783, -0.00264075, 0, 0, 0, 0.0702339, 0.997255, 0.0232783, -0.00264075, 
0.712, 0.298173, -0.172715, 0.335975, 0.0773733, 0.996657, 0.0261081, -0.0023834, 0.302329, -0.174471, 0.338235, 0.070209, 0.997257, 0.0232659, -0.00263992, 0, 0, 0, 0.070209, 0.997257, 0.0232659, -0.00263992, 
0.713, 0.298174, -0.172716, 0.335975, 0.0773747, 0.996657, 0.0261068, -0.00238192, 0.302345, -0.174479, 0.338243, 0.0701841, 0.997259, 0.0232535, -0.00263909, 0, 0, 0, 0.0701841, 0.997259, 0.0232535, -0.00263909, 
0.714, 0.298173, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261077, -0.00238287, 0.302361, -0.174487, 0.338252, 0.0701591, 0.997262, 0.023241, -0.00263825, 0, 0, 0, 0.0701591, 0.997262, 0.023241, -0.00263825, 
0.715, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261076, -0.00238332, 0.302378, -0.174495, 0.33826, 0.0701341, 0.997264, 0.0232286, -0.0026374, 0, 0, 0, 0.0701341, 0.997264, 0.0232286, -0.0026374, 
0.716, 0.298173, -0.172716, 0.335976, 0.0773747, 0.996657, 0.0261072, -0.00238213, 0.302394, -0.174503, 0.338268, 0.070109, 0.997266, 0.0232162, -0.00263654, 0, 0, 0, 0.070109, 0.997266, 0.0232162, -0.00263654, 
0.717, 0.298174, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261082, -0.00238248, 0.30241, -0.174511, 0.338276, 0.070084, 0.997268, 0.0232037, -0.00263566, 0, 0, 0, 0.070084, 0.997268, 0.0232037, -0.00263566, 
0.718, 0.298174, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261073, -0.00238148, 0.302426, -0.174519, 0.338285, 0.0700588, 0.99727, 0.0231913, -0.00263478, 0, 0, 0, 0.0700588, 0.99727, 0.0231913, -0.00263478, 
0.719, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261078, -0.00238111, 0.302443, -0.174527, 0.338293, 0.0700336, 0.997272, 0.0231789, -0.00263389, 0, 0, 0, 0.0700336, 0.997272, 0.0231789, -0.00263389, 
0.72, 0.298173, -0.172715, 0.335974, 0.0773748, 0.996657, 0.0261081, -0.00238376, 0.302459, -0.174535, 0.338301, 0.0700084, 0.997274, 0.0231664, -0.002633, 0, 0, 0, 0.0700084, 0.997274, 0.0231664, -0.002633, 
0.721, 0.298173, -0.172715, 0.335975, 0.0773755, 0.996657, 0.0261081, -0.00238295, 0.302475, -0.174543, 0.338309, 0.0699831, 0.997276, 0.0231539, -0.00263209, 0, 0, 0, 0.0699831, 0.997276, 0.0231539, -0.00263209, 
0.722, 0.298172, -0.172716, 0.335975, 0.0773751, 0.996657, 0.0261067, -0.00238335, 0.302492, -0.174551, 0.338317, 0.0699578, 0.997278, 0.0231415, -0.00263117, 0, 0, 0, 0.0699578, 0.997278, 0.0231415, -0.00263117, 
0.723, 0.298173, -0.172716, 0.335975, 0.0773747, 0.996657, 0.0261072, -0.00238252, 0.302508, -0.174559, 0.338325, 0.0699325, 0.99728, 0.023129, -0.00263024, 0, 0, 0, 0.0699325, 0.99728, 0.023129, -0.00263024, 
0.724, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.00238286, 0.302524, -0.174567, 0.338334, 0.0699071, 0.997282, 0.0231165, -0.00262931, 0, 0, 0, 0.0699071, 0.997282, 0.0231165, -0.00262931, 
0.725, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.00238286, 0.302541, -0.174575, 0.338342, 0.0698817, 0.997284, 0.023104, -0.00262836, 0, 0, 0, 0.0698817, 0.997284, 0.023104, -0.00262836, 
0.726, 0.298173, -0.172715, 0.335975, 0.0773756, 0.996657, 0.0261077, -0.00238287, 0.302558, -0.174583, 0.33835, 0.0698562, 0.997286, 0.0230915, -0.00262741, 0, 0, 0, 0.0698562, 0.997286, 0.0230915, -0.00262741, 
0.727, 0.298174, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261077, -0.00238199, 0.302574, -0.174591, 0.338358, 0.0698306, 0.997288, 0.023079, -0.00262644, 0, 0, 0, 0.0698306, 0.997288, 0.023079, -0.00262644, 
