Time, xr, yr, zr, q0r, q1r, q2r, q3r, xn, yn, zn, q0n, q1n, q2n, q3n, xd, yd, zd, q0d, q1d, q2d, q3d
0.728, 0.298173, -0.172715, 0.335975, 0.0773735, 0.996657, 0.0261067, -0.0023829, 0.302591, -0.174599, 0.338366, 0.0698051, 0.99729, 0.0230665, -0.00262547, 0, 0, 0, 0.0698051, 0.99729, 0.0230665, -0.00262547, 
0.729, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238198, 0.302607, -0.174607, 0.338374, 0.0697795, 0.997293, 0.023054, -0.00262449, 0, 0, 0, 0.0697795, 0.997293, 0.023054, -0.00262449, 
0.73, 0.298172, -0.172715, 0.335975, 0.0773756, 0.996657, 0.0261076, -0.00238334, 0.302624, -0.174615, 0.338382, 0.0697538, 0.997295, 0.0230415, -0.0026235, 0, 0, 0, 0.0697538, 0.997295, 0.0230415, -0.0026235, 
0.731, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261076, -0.00238332, 0.302641, -0.174623, 0.33839, 0.0697281, 0.997297, 0.0230289, -0.0026225, 0, 0, 0, 0.0697281, 0.997297, 0.0230289, -0.0026225, 
0.732, 0.298175, -0.172716, 0.335976, 0.0773747, 0.996657, 0.0261073, -0.00238031, 0.302658, -0.174631, 0.338399, 0.0697024, 0.997299, 0.0230164, -0.00262149, 0, 0, 0, 0.0697024, 0.997299, 0.0230164, -0.00262149, 
0.733, 0.298173, -0.172715, 0.335975, 0.0773734, 0.996657, 0.0261076, -0.00238348, 0.302674, -0.174639, 0.338407, 0.0696766, 0.997301, 0.0230039, -0.00262047, 0, 0, 0, 0.0696766, 0.997301, 0.0230039, -0.00262047, 
0.734, 0.298174, -0.172715, 0.335974, 0.0773748, 0.996657, 0.0261081, -0.00238281, 0.302691, -0.174647, 0.338415, 0.0696508, 0.997303, 0.0229913, -0.00261944, 0, 0, 0, 0.0696508, 0.997303, 0.0229913, -0.00261944, 
0.735, 0.298174, -0.172716, 0.335976, 0.0773757, 0.996657, 0.0261073, -0.0023812, 0.302708, -0.174655, 0.338423, 0.0696249, 0.997305, 0.0229788, -0.0026184, 0, 0, 0, 0.0696249, 0.997305, 0.0229788, -0.0026184, 
0.736, 0.298173, -0.172715, 0.335974, 0.0773744, 0.996657, 0.0261076, -0.00238327, 0.302725, -0.174663, 0.338431, 0.069599, 0.997307, 0.0229662, -0.00261735, 0, 0, 0, 0.069599, 0.997307, 0.0229662, -0.00261735, 
0.737, 0.298173, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261076, -0.00238333, 0.302742, -0.174671, 0.338439, 0.069573, 0.997309, 0.0229537, -0.0026163, 0, 0, 0, 0.069573, 0.997309, 0.0229537, -0.0026163, 
0.738, 0.298172, -0.172716, 0.335975, 0.0773747, 0.996657, 0.0261066, -0.00238431, 0.302759, -0.174679, 0.338447, 0.069547, 0.997311, 0.0229411, -0.00261523, 0, 0, 0, 0.069547, 0.997311, 0.0229411, -0.00261523, 
0.739, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261081, -0.00238289, 0.302776, -0.174687, 0.338455, 0.069521, 0.997314, 0.0229285, -0.00261416, 0, 0, 0, 0.069521, 0.997314, 0.0229285, -0.00261416, 
0.74, 0.298174, -0.172715, 0.335975, 0.0773745, 0.996657, 0.0261077, -0.0023829, 0.302793, -0.174695, 0.338463, 0.0694949, 0.997316, 0.0229159, -0.00261307, 0, 0, 0, 0.0694949, 0.997316, 0.0229159, -0.00261307, 
0.741, 0.298174, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261077, -0.00238161, 0.30281, -0.174703, 0.338471, 0.0694688, 0.997318, 0.0229034, -0.00261198, 0, 0, 0, 0.0694688, 0.997318, 0.0229034, -0.00261198, 
0.742, 0.298174, -0.172715, 0.335975, 0.0773742, 0.996657, 0.0261082, -0.00238246, 0.302827, -0.174711, 0.338479, 0.0694426, 0.99732, 0.0228908, -0.00261088, 0, 0, 0, 0.0694426, 0.99732, 0.0228908, -0.00261088, 
0.743, 0.298172, -0.172715, 0.335975, 0.0773742, 0.996657, 0.0261076, -0.00238385, 0.302844, -0.174719, 0.338487, 0.0694164, 0.997322, 0.0228782, -0.00260977, 0, 0, 0, 0.0694164, 0.997322, 0.0228782, -0.00260977, 
0.744, 0.298175, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261078, -0.00238065, 0.302862, -0.174727, 0.338495, 0.0693901, 0.997324, 0.0228656, -0.00260865, 0, 0, 0, 0.0693901, 0.997324, 0.0228656, -0.00260865, 
0.745, 0.298173, -0.172716, 0.335975, 0.0773747, 0.996657, 0.0261072, -0.00238339, 0.302879, -0.174735, 0.338503, 0.0693638, 0.997326, 0.022853, -0.00260752, 0, 0, 0, 0.0693638, 0.997326, 0.022853, -0.00260752, 
0.746, 0.298173, -0.172715, 0.335975, 0.0773756, 0.996657, 0.0261076, -0.00238334, 0.302896, -0.174743, 0.338511, 0.0693375, 0.997328, 0.0228404, -0.00260638, 0, 0, 0, 0.0693375, 0.997328, 0.0228404, -0.00260638, 
0.747, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238302, 0.302913, -0.174751, 0.338519, 0.0693111, 0.99733, 0.0228278, -0.00260523, 0, 0, 0, 0.0693111, 0.99733, 0.0228278, -0.00260523, 
0.748, 0.298173, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261077, -0.00238213, 0.302931, -0.174759, 0.338527, 0.0692846, 0.997333, 0.0228152, -0.00260408, 0, 0, 0, 0.0692846, 0.997333, 0.0228152, -0.00260408, 
0.749, 0.298174, -0.172716, 0.335975, 0.0773748, 0.996657, 0.0261072, -0.00238244, 0.302948, -0.174767, 0.338535, 0.0692582, 0.997335, 0.0228025, -0.00260291, 0, 0, 0, 0.0692582, 0.997335, 0.0228025, -0.00260291, 
0.75, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.00238296, 0.302966, -0.174775, 0.338543, 0.0692316, 0.997337, 0.0227899, -0.00260174, 0, 0, 0, 0.0692316, 0.997337, 0.0227899, -0.00260174, 
0.751, 0.298174, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238207, 0.302983, -0.174783, 0.338551, 0.0692051, 0.997339, 0.0227773, -0.00260056, 0, 0, 0, 0.0692051, 0.997339, 0.0227773, -0.00260056, 
0.752, 0.298172, -0.172715, 0.335975, 0.0773735, 0.996657, 0.0261076, -0.0023839, 0.303001, -0.174791, 0.338559, 0.0691785, 0.997341, 0.0227647, -0.00259936, 0, 0, 0, 0.0691785, 0.997341, 0.0227647, -0.00259936, 
0.753, 0.298174, -0.172716, 0.335975, 0.0773752, 0.996657, 0.0261072, -0.00238198, 0.303018, -0.174799, 0.338567, 0.0691518, 0.997343, 0.022752, -0.00259816, 0, 0, 0, 0.0691518, 0.997343, 0.022752, -0.00259816, 
0.754, 0.298172, -0.172715, 0.335975, 0.0773751, 0.996657, 0.0261076, -0.0023834, 0.303036, -0.174807, 0.338575, 0.0691251, 0.997345, 0.0227394, -0.00259695, 0, 0, 0, 0.0691251, 0.997345, 0.0227394, -0.00259695, 
0.755, 0.298173, -0.172715, 0.335974, 0.0773752, 0.996657, 0.0261081, -0.00238327, 0.303053, -0.174815, 0.338583, 0.0690984, 0.997348, 0.0227267, -0.00259573, 0, 0, 0, 0.0690984, 0.997348, 0.0227267, -0.00259573, 
0.756, 0.298173, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261076, -0.00238333, 0.303071, -0.174823, 0.33859, 0.0690716, 0.99735, 0.0227141, -0.0025945, 0, 0, 0, 0.0690716, 0.99735, 0.0227141, -0.0025945, 
0.757, 0.298174, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.00238162, 0.303089, -0.174831, 0.338598, 0.0690448, 0.997352, 0.0227014, -0.00259327, 0, 0, 0, 0.0690448, 0.997352, 0.0227014, -0.00259327, 
0.758, 0.298174, -0.172715, 0.335975, 0.0773749, 0.996657, 0.0261077, -0.00238202, 0.303107, -0.174839, 0.338606, 0.0690179, 0.997354, 0.0226888, -0.00259202, 0, 0, 0, 0.0690179, 0.997354, 0.0226888, -0.00259202, 
0.759, 0.298175, -0.172716, 0.335975, 0.0773757, 0.996657, 0.0261073, -0.00238015, 0.303124, -0.174847, 0.338614, 0.068991, 0.997356, 0.0226761, -0.00259077, 0, 0, 0, 0.068991, 0.997356, 0.0226761, -0.00259077, 
0.76, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261082, -0.00238219, 0.303142, -0.174855, 0.338622, 0.0689641, 0.997358, 0.0226634, -0.0025895, 0, 0, 0, 0.0689641, 0.997358, 0.0226634, -0.0025895, 
0.761, 0.298174, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238197, 0.30316, -0.174863, 0.33863, 0.0689371, 0.99736, 0.0226508, -0.00258823, 0, 0, 0, 0.0689371, 0.99736, 0.0226508, -0.00258823, 
0.762, 0.298174, -0.172716, 0.335975, 0.0773752, 0.996657, 0.0261067, -0.00238283, 0.303178, -0.174871, 0.338638, 0.06891, 0.997363, 0.0226381, -0.00258695, 0, 0, 0, 0.06891, 0.997363, 0.0226381, -0.00258695, 
0.763, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261072, -0.00238293, 0.303196, -0.174879, 0.338645, 0.068883, 0.997365, 0.0226254, -0.00258566, 0, 0, 0, 0.068883, 0.997365, 0.0226254, -0.00258566, 
0.764, 0.298174, -0.172716, 0.335975, 0.0773752, 0.996657, 0.0261073, -0.00238148, 0.303214, -0.174887, 0.338653, 0.0688558, 0.997367, 0.0226127, -0.00258436, 0, 0, 0, 0.0688558, 0.997367, 0.0226127, -0.00258436, 
0.765, 0.298174, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261082, -0.00238162, 0.303232, -0.174895, 0.338661, 0.0688287, 0.997369, 0.0226, -0.00258305, 0, 0, 0, 0.0688287, 0.997369, 0.0226, -0.00258305, 
0.766, 0.298172, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261081, -0.00238439, 0.30325, -0.174903, 0.338669, 0.0688015, 0.997371, 0.0225874, -0.00258173, 0, 0, 0, 0.0688015, 0.997371, 0.0225874, -0.00258173, 
0.767, 0.298174, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261063, -0.0023827, 0.303268, -0.174911, 0.338677, 0.0687742, 0.997373, 0.0225747, -0.0025804, 0, 0, 0, 0.0687742, 0.997373, 0.0225747, -0.0025804, 
0.768, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261076, -0.0023834, 0.303286, -0.174919, 0.338685, 0.0687469, 0.997376, 0.022562, -0.00257907, 0, 0, 0, 0.0687469, 0.997376, 0.022562, -0.00257907, 
0.769, 0.298173, -0.172714, 0.335974, 0.0773748, 0.996657, 0.0261086, -0.00238291, 0.303304, -0.174927, 0.338692, 0.0687196, 0.997378, 0.0225493, -0.00257772, 0, 0, 0, 0.0687196, 0.997378, 0.0225493, -0.00257772, 
0.77, 0.298174, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261073, -0.00238109, 0.303322, -0.174935, 0.3387, 0.0686922, 0.99738, 0.0225366, -0.00257637, 0, 0, 0, 0.0686922, 0.99738, 0.0225366, -0.00257637, 
0.771, 0.298173, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261076, -0.00238343, 0.303341, -0.174943, 0.338708, 0.0686648, 0.997382, 0.0225239, -0.00257501, 0, 0, 0, 0.0686648, 0.997382, 0.0225239, -0.00257501, 
0.772, 0.298174, -0.172715, 0.335975, 0.0773756, 0.996657, 0.0261077, -0.002382, 0.303359, -0.174951, 0.338716, 0.0686373, 0.997384, 0.0225111, -0.00257364, 0, 0, 0, 0.0686373, 0.997384, 0.0225111, -0.00257364, 
0.773, 0.298173, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261081, -0.00238336, 0.303377, -0.174959, 0.338723, 0.0686098, 0.997387, 0.0224984, -0.00257226, 0, 0, 0, 0.0686098, 0.997387, 0.0224984, -0.00257226, 
0.774, 0.298172, -0.172717, 0.335975, 0.0773747, 0.996657, 0.0261062, -0.00238371, 0.303395, -0.174967, 0.338731, 0.0685822, 0.997389, 0.0224857, -0.00257087, 0, 0, 0, 0.0685822, 0.997389, 0.0224857, -0.00257087, 
0.775, 0.298175, -0.172715, 0.335976, 0.0773752, 0.996657, 0.0261078, -0.00238035, 0.303414, -0.174975, 0.338739, 0.0685546, 0.997391, 0.022473, -0.00256947, 0, 0, 0, 0.0685546, 0.997391, 0.022473, -0.00256947, 
0.776, 0.298172, -0.172715, 0.335974, 0.0773748, 0.996657, 0.0261076, -0.00238421, 0.303432, -0.174983, 0.338747, 0.068527, 0.997393, 0.0224603, -0.00256807, 0, 0, 0, 0.068527, 0.997393, 0.0224603, -0.00256807, 
0.777, 0.298173, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261077, -0.00238248, 0.303451, -0.174991, 0.338754, 0.0684993, 0.997395, 0.0224475, -0.00256665, 0, 0, 0, 0.0684993, 0.997395, 0.0224475, -0.00256665, 
0.778, 0.298173, -0.172716, 0.335975, 0.0773756, 0.996657, 0.0261072, -0.00238205, 0.303469, -0.174999, 0.338762, 0.0684716, 0.997397, 0.0224348, -0.00256523, 0, 0, 0, 0.0684716, 0.997397, 0.0224348, -0.00256523, 
0.779, 0.298173, -0.172715, 0.335974, 0.0773752, 0.996657, 0.0261076, -0.00238325, 0.303488, -0.175007, 0.33877, 0.0684438, 0.9974, 0.0224221, -0.0025638, 0, 0, 0, 0.0684438, 0.9974, 0.0224221, -0.0025638, 
0.78, 0.298174, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261082, -0.00238249, 0.303506, -0.175015, 0.338777, 0.068416, 0.997402, 0.0224094, -0.00256236, 0, 0, 0, 0.068416, 0.997402, 0.0224094, -0.00256236, 
0.781, 0.298173, -0.172716, 0.335975, 0.0773756, 0.996657, 0.0261077, -0.00238237, 0.303525, -0.175023, 0.338785, 0.0683881, 0.997404, 0.0223966, -0.00256091, 0, 0, 0, 0.0683881, 0.997404, 0.0223966, -0.00256091, 
0.782, 0.298173, -0.172715, 0.335975, 0.0773729, 0.996657, 0.0261072, -0.00238329, 0.303544, -0.175031, 0.338793, 0.0683602, 0.997406, 0.0223839, -0.00255945, 0, 0, 0, 0.0683602, 0.997406, 0.0223839, -0.00255945, 
0.783, 0.298174, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261077, -0.00238153, 0.303562, -0.175039, 0.3388, 0.0683323, 0.997408, 0.0223711, -0.00255798, 0, 0, 0, 0.0683323, 0.997408, 0.0223711, -0.00255798, 
0.784, 0.298174, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261082, -0.00238192, 0.303581, -0.175047, 0.338808, 0.0683043, 0.997411, 0.0223584, -0.0025565, 0, 0, 0, 0.0683043, 0.997411, 0.0223584, -0.0025565, 
0.785, 0.298174, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261077, -0.00238207, 0.3036, -0.175055, 0.338816, 0.0682763, 0.997413, 0.0223456, -0.00255502, 0, 0, 0, 0.0682763, 0.997413, 0.0223456, -0.00255502, 
0.786, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261082, -0.00238161, 0.303618, -0.175063, 0.338823, 0.0682482, 0.997415, 0.0223329, -0.00255353, 0, 0, 0, 0.0682482, 0.997415, 0.0223329, -0.00255353, 
0.787, 0.298173, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261082, -0.00238251, 0.303637, -0.175071, 0.338831, 0.0682201, 0.997417, 0.0223201, -0.00255202, 0, 0, 0, 0.0682201, 0.997417, 0.0223201, -0.00255202, 
0.788, 0.298172, -0.172715, 0.335975, 0.0773761, 0.996657, 0.0261076, -0.00238343, 0.303656, -0.175079, 0.338839, 0.068192, 0.99742, 0.0223074, -0.00255051, 0, 0, 0, 0.068192, 0.99742, 0.0223074, -0.00255051, 
0.789, 0.298173, -0.172715, 0.335975, 0.0773755, 0.996657, 0.0261081, -0.00238295, 0.303675, -0.175087, 0.338846, 0.0681637, 0.997422, 0.0222946, -0.00254899, 0, 0, 0, 0.0681637, 0.997422, 0.0222946, -0.00254899, 
0.79, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261081, -0.00238288, 0.303694, -0.175095, 0.338854, 0.0681355, 0.997424, 0.0222819, -0.00254747, 0, 0, 0, 0.0681355, 0.997424, 0.0222819, -0.00254747, 
0.791, 0.298174, -0.172715, 0.335975, 0.0773734, 0.996657, 0.0261077, -0.00238158, 0.303713, -0.175103, 0.338862, 0.0681072, 0.997426, 0.0222691, -0.00254593, 0, 0, 0, 0.0681072, 0.997426, 0.0222691, -0.00254593, 
0.792, 0.298174, -0.172715, 0.335975, 0.0773742, 0.996657, 0.0261081, -0.00238285, 0.303732, -0.175111, 0.338869, 0.0680789, 0.997428, 0.0222563, -0.00254438, 0, 0, 0, 0.0680789, 0.997428, 0.0222563, -0.00254438, 
0.793, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238159, 0.303751, -0.175119, 0.338877, 0.0680505, 0.997431, 0.0222436, -0.00254283, 0, 0, 0, 0.0680505, 0.997431, 0.0222436, -0.00254283, 
0.794, 0.298173, -0.172716, 0.335975, 0.0773742, 0.996657, 0.0261067, -0.00238278, 0.30377, -0.175127, 0.338884, 0.0680221, 0.997433, 0.0222308, -0.00254127, 0, 0, 0, 0.0680221, 0.997433, 0.0222308, -0.00254127, 
0.795, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261081, -0.00238294, 0.303789, -0.175135, 0.338892, 0.0679936, 0.997435, 0.022218, -0.0025397, 0, 0, 0, 0.0679936, 0.997435, 0.022218, -0.0025397, 
0.796, 0.298173, -0.172716, 0.335975, 0.0773747, 0.996657, 0.0261072, -0.00238339, 0.303808, -0.175143, 0.338899, 0.0679651, 0.997437, 0.0222052, -0.00253812, 0, 0, 0, 0.0679651, 0.997437, 0.0222052, -0.00253812, 
0.797, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238256, 0.303828, -0.175151, 0.338907, 0.0679366, 0.99744, 0.0221925, -0.00253653, 0, 0, 0, 0.0679366, 0.99744, 0.0221925, -0.00253653, 
0.798, 0.298174, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261082, -0.00238247, 0.303847, -0.175159, 0.338914, 0.067908, 0.997442, 0.0221797, -0.00253493, 0, 0, 0, 0.067908, 0.997442, 0.0221797, -0.00253493, 
0.799, 0.298174, -0.172715, 0.335975, 0.0773734, 0.996657, 0.0261077, -0.00238245, 0.303866, -0.175167, 0.338922, 0.0678794, 0.997444, 0.0221669, -0.00253332, 0, 0, 0, 0.0678794, 0.997444, 0.0221669, -0.00253332, 
0.8, 0.298173, -0.172714, 0.335974, 0.0773749, 0.996657, 0.0261086, -0.00238294, 0.303885, -0.175175, 0.33893, 0.0678507, 0.997446, 0.0221541, -0.00253171, 0, 0, 0, 0.0678507, 0.997446, 0.0221541, -0.00253171, 
0.801, 0.298173, -0.172715, 0.335976, 0.0773738, 0.996657, 0.0261077, -0.00238223, 0.303905, -0.175183, 0.338937, 0.067822, 0.997449, 0.0221413, -0.00253009, 0, 0, 0, 0.067822, 0.997449, 0.0221413, -0.00253009, 
0.802, 0.298174, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261077, -0.00238247, 0.303924, -0.17519, 0.338945, 0.0677932, 0.997451, 0.0221286, -0.00252846, 0, 0, 0, 0.0677932, 0.997451, 0.0221286, -0.00252846, 
0.803, 0.298173, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261082, -0.00238217, 0.303944, -0.175198, 0.338952, 0.0677644, 0.997453, 0.0221158, -0.00252682, 0, 0, 0, 0.0677644, 0.997453, 0.0221158, -0.00252682, 
0.804, 0.298173, -0.172716, 0.335976, 0.0773746, 0.996657, 0.0261068, -0.00238208, 0.303963, -0.175206, 0.33896, 0.0677356, 0.997455, 0.022103, -0.00252517, 0, 0, 0, 0.0677356, 0.997455, 0.022103, -0.00252517, 
0.805, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.00238247, 0.303983, -0.175214, 0.338967, 0.0677067, 0.997457, 0.0220902, -0.00252351, 0, 0, 0, 0.0677067, 0.997457, 0.0220902, -0.00252351, 
0.806, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238262, 0.304002, -0.175222, 0.338975, 0.0676778, 0.99746, 0.0220774, -0.00252184, 0, 0, 0, 0.0676778, 0.99746, 0.0220774, -0.00252184, 
0.807, 0.298174, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261082, -0.00238163, 0.304022, -0.17523, 0.338982, 0.0676488, 0.997462, 0.0220646, -0.00252017, 0, 0, 0, 0.0676488, 0.997462, 0.0220646, -0.00252017, 
0.808, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238262, 0.304041, -0.175238, 0.338989, 0.0676198, 0.997464, 0.0220518, -0.00251849, 0, 0, 0, 0.0676198, 0.997464, 0.0220518, -0.00251849, 
0.809, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261082, -0.00238259, 0.304061, -0.175246, 0.338997, 0.0675907, 0.997467, 0.022039, -0.0025168, 0, 0, 0, 0.0675907, 0.997467, 0.022039, -0.0025168, 
0.81, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.00238286, 0.304081, -0.175254, 0.339004, 0.0675616, 0.997469, 0.0220262, -0.0025151, 0, 0, 0, 0.0675616, 0.997469, 0.0220262, -0.0025151, 
0.811, 0.298174, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.00238247, 0.3041, -0.175262, 0.339012, 0.0675325, 0.997471, 0.0220134, -0.00251339, 0, 0, 0, 0.0675325, 0.997471, 0.0220134, -0.00251339, 
0.812, 0.298173, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261076, -0.00238344, 0.30412, -0.17527, 0.339019, 0.0675033, 0.997473, 0.0220006, -0.00251167, 0, 0, 0, 0.0675033, 0.997473, 0.0220006, -0.00251167, 
0.813, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238168, 0.30414, -0.175278, 0.339027, 0.067474, 0.997476, 0.0219878, -0.00250995, 0, 0, 0, 0.067474, 0.997476, 0.0219878, -0.00250995, 
0.814, 0.298172, -0.172715, 0.335975, 0.0773756, 0.996657, 0.0261081, -0.00238344, 0.30416, -0.175286, 0.339034, 0.0674448, 0.997478, 0.021975, -0.00250821, 0, 0, 0, 0.0674448, 0.997478, 0.021975, -0.00250821, 
0.815, 0.298173, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261072, -0.00238285, 0.30418, -0.175294, 0.339041, 0.0674155, 0.99748, 0.0219622, -0.00250647, 0, 0, 0, 0.0674155, 0.99748, 0.0219622, -0.00250647, 
0.816, 0.298173, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261076, -0.00238331, 0.3042, -0.175301, 0.339049, 0.0673861, 0.997482, 0.0219494, -0.00250472, 0, 0, 0, 0.0673861, 0.997482, 0.0219494, -0.00250472, 
0.817, 0.298175, -0.172715, 0.335975, 0.0773753, 0.996657, 0.0261078, -0.00238106, 0.30422, -0.175309, 0.339056, 0.0673567, 0.997485, 0.0219366, -0.00250296, 0, 0, 0, 0.0673567, 0.997485, 0.0219366, -0.00250296, 
0.818, 0.298175, -0.172716, 0.335975, 0.0773753, 0.996657, 0.0261073, -0.00238064, 0.30424, -0.175317, 0.339064, 0.0673272, 0.997487, 0.0219238, -0.00250119, 0, 0, 0, 0.0673272, 0.997487, 0.0219238, -0.00250119, 
0.819, 0.298174, -0.172715, 0.335975, 0.0773742, 0.996657, 0.0261077, -0.00238188, 0.30426, -0.175325, 0.339071, 0.0672978, 0.997489, 0.021911, -0.00249942, 0, 0, 0, 0.0672978, 0.997489, 0.021911, -0.00249942, 
0.82, 0.298173, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261081, -0.00238298, 0.30428, -0.175333, 0.339078, 0.0672682, 0.997491, 0.0218982, -0.00249763, 0, 0, 0, 0.0672682, 0.997491, 0.0218982, -0.00249763, 
0.821, 0.298175, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261078, -0.00238111, 0.3043, -0.175341, 0.339086, 0.0672386, 0.997494, 0.0218853, -0.00249584, 0, 0, 0, 0.0672386, 0.997494, 0.0218853, -0.00249584, 
0.822, 0.298173, -0.172715, 0.335975, 0.0773734, 0.996657, 0.0261077, -0.00238285, 0.30432, -0.175349, 0.339093, 0.067209, 0.997496, 0.0218725, -0.00249404, 0, 0, 0, 0.067209, 0.997496, 0.0218725, -0.00249404, 
0.823, 0.298174, -0.172716, 0.335975, 0.0773748, 0.996657, 0.0261072, -0.00238197, 0.30434, -0.175357, 0.3391, 0.0671794, 0.997498, 0.0218597, -0.00249223, 0, 0, 0, 0.0671794, 0.997498, 0.0218597, -0.00249223, 
0.824, 0.298175, -0.172714, 0.335975, 0.0773748, 0.996657, 0.0261087, -0.0023807, 0.30436, -0.175365, 0.339108, 0.0671497, 0.997501, 0.0218469, -0.00249041, 0, 0, 0, 0.0671497, 0.997501, 0.0218469, -0.00249041, 
0.825, 0.298173, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261072, -0.00238251, 0.304381, -0.175372, 0.339115, 0.0671199, 0.997503, 0.0218341, -0.00248858, 0, 0, 0, 0.0671199, 0.997503, 0.0218341, -0.00248858, 
0.826, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261081, -0.00238344, 0.304401, -0.17538, 0.339122, 0.0670901, 0.997505, 0.0218213, -0.00248675, 0, 0, 0, 0.0670901, 0.997505, 0.0218213, -0.00248675, 
0.827, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238206, 0.304421, -0.175388, 0.33913, 0.0670603, 0.997507, 0.0218084, -0.0024849, 0, 0, 0, 0.0670603, 0.997507, 0.0218084, -0.0024849, 
0.828, 0.298174, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261073, -0.0023816, 0.304442, -0.175396, 0.339137, 0.0670304, 0.99751, 0.0217956, -0.00248305, 0, 0, 0, 0.0670304, 0.99751, 0.0217956, -0.00248305, 
0.829, 0.298173, -0.172715, 0.335975, 0.0773749, 0.996657, 0.0261077, -0.00238241, 0.304462, -0.175404, 0.339144, 0.0670005, 0.997512, 0.0217828, -0.00248119, 0, 0, 0, 0.0670005, 0.997512, 0.0217828, -0.00248119, 
0.83, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.0023819, 0.304482, -0.175412, 0.339151, 0.0669706, 0.997514, 0.02177, -0.00247932, 0, 0, 0, 0.0669706, 0.997514, 0.02177, -0.00247932, 
0.831, 0.298174, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261077, -0.00238248, 0.304503, -0.17542, 0.339159, 0.0669406, 0.997517, 0.0217572, -0.00247745, 0, 0, 0, 0.0669406, 0.997517, 0.0217572, -0.00247745, 
0.832, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238255, 0.304523, -0.175428, 0.339166, 0.0669105, 0.997519, 0.0217444, -0.00247556, 0, 0, 0, 0.0669105, 0.997519, 0.0217444, -0.00247556, 
