Time, Fx, Fy, Fz, Tx, Ty, Yz, Fx_tmp, Fy_tmp, Fz_tmp, Tx_tmp, Ty_tmp, Tz_tmp
162.188, 1.92, 0, -1.74, 0, 0, 0, 1.92, -0.4, -1.74, -0.0225, 0.016, 0.0015, 
162.288, 1.86, 0, -1.26, 0, 0, 0, 1.86, -0.04, -1.26, 0.001, 0.025, -0.003, 
162.388, 1.4, 0, -1.56, 0, 0, 0.0055, 1.4, -0.4, -1.56, -0.012, 0.021, 0.0055, 
162.488, 1.56, 0, -1.12, 0, 0, 0.0105, 1.56, 0.04, -1.12, -0.0055, 0.023, 0.0105, 
162.588, 1.4, 0, -1.3, 0, 0, 0.006, 1.4, -0.3, -1.3, -0.0055, 0.027, 0.006, 
162.688, 1.92, 0, -1.14, 0, 0, -0.0125, 1.92, 0.4, -1.14, -0.0055, 0.034, -0.0125, 
162.788, 1.86, 0, -1.8, 0, 0, 0, 1.86, 0.16, -1.8, -0.005, 0.014, 0, 
162.888, 2.26, 0, -1.48, 0, 0, 0.011, 2.26, 0, -1.48, -0.008, 0.0205, 0.011, 
162.988, 1.82, 0, -1.4, 0, 0, 0, 1.82, 0.02, -1.4, -0.0165, 0.0235, -0.0005, 
163.088, 1.7, 0, -1.54, 0, 0, 0, 1.7, -0.14, -1.54, -0.0075, 0.025, 0.002, 
163.188, 1.86, 0, -1.58, 0, 0, 0, 1.86, -0.26, -1.58, -0.001, 0.0195, 0.001, 
163.288, 1.7, 0, -1.42, 0, 0, 0, 1.7, 0.22, -1.42, 0.0005, 0.018, -0.0025, 
163.388, 1.84, 0, -1.56, 0, 0, 0, 1.84, 0.04, -1.56, -0.0055, 0.033, -0.003, 
163.488, 1.84, 0, -1.48, 0, 0, 0.011, 1.84, -0.36, -1.48, 0, 0.0215, 0.011, 
163.588, 1.92, 0, -1.06, 0, 0, 0, 1.92, 0, -1.06, 0.0075, 0.0295, -0.001, 
163.688, 1.54, 0, -1.52, 0, 0, 0.008, 1.54, -0.34, -1.52, -0.0075, 0.0165, 0.008, 
163.788, 1.98, 0, -1.26, 0, 0, 0, 1.98, 0.02, -1.26, 0.005, 0.01, 0.001, 
163.888, 1.66, 0, -1.34, 0, 0, 0.012, 1.66, 0.1, -1.34, -0.003, 0.0195, 0.012, 
163.988, 1.76, 0, -1.66, 0, 0, 0.0135, 1.76, -0.3, -1.66, 0.0005, 0.0095, 0.0135, 
164.088, 2.04, 0, -1.44, 0, 0, -0.012, 2.04, 0.38, -1.44, 0.0105, 0.0325, -0.012, 
164.188, 2.26, 0, -1.58, 0, 0, -0.0055, 2.26, -0.28, -1.58, -0.015, 0.028, -0.0055, 
164.288, 1.74, 0, -1.44, 0, 0, 0, 1.74, 0.36, -1.44, 0.015, 0.03, 0, 
164.388, 1.74, 0, -0.9, 0, 0, 0, 1.74, -0.5, -0.9, -0.009, 0.04, 0.0045, 
164.488, 1.6, 0, -1.02, 0, 0, 0, 1.6, 0.02, -1.02, -0.0075, 0.028, 0.003, 
164.588, 1.74, 0, -1.4, 0, 0, -0.0095, 1.74, 0.04, -1.4, 0.0005, 0.0235, -0.0095, 
164.688, 2.04, 0, -1.16, 0, 0, -0.0125, 2.04, 0.3, -1.16, 0.002, 0.025, -0.0125, 
164.788, 1.58, 0, -1.18, 0, 0, -0.005, 1.58, 0.1, -1.18, -0.0065, 0.019, -0.005, 
164.888, 1.8, 0, -1.4, 0, 0, -0.0105, 1.8, -0.24, -1.4, -0.0075, 0.02, -0.0105, 
164.988, 1.74, 0, -1.48, 0, 0, 0, 1.74, 0.18, -1.48, 0, 0.0205, -0.004, 
165.088, 1.94, 0, -1.18, 0, 0, 0.0085, 1.94, -0.2, -1.18, 0.003, 0.0295, 0.0085, 
165.188, 1.78, 0, -1.48, 0, 0, 0, 1.78, 0.1, -1.48, -0.0035, 0.022, -0.0005, 
165.288, 1.78, 0, -1.58, 0, 0, 0, 1.78, 0.02, -1.58, -0.0035, 0.019, -0.0035, 
165.388, 1.76, 0, -1.24, 0, 0, -0.007, 1.76, 0.06, -1.24, 0.0055, 0.032, -0.007, 
165.488, 1.8, 0, -1.28, 0, 0, 0.0075, 1.8, 0.02, -1.28, -0.0065, 0.027, 0.0075, 
165.588, 1.58, 0, -1.28, 0, 0, 0.007, 1.58, -0.06, -1.28, -0.008, 0.03, 0.007, 
165.688, 1.66, 0, -1.56, 0, 0, 0, 1.66, 0.08, -1.56, -0.0015, 0.031, 0.0025, 
165.788, 1.74, 0, -1.3, 0, 0, -0.006, 1.74, -0.22, -1.3, -0.0135, 0.0155, -0.006, 
165.888, 1.72, 0, -1.62, 0, 0, 0, 1.72, -0.04, -1.62, 0.0015, 0.0255, -0.002, 
165.988, 1.78, 0, -1.24, 0, 0, 0, 1.78, 0.14, -1.24, 0.0015, 0.022, -0.0005, 
166.088, 2.24, 0, -2.1, 0, 0, 0, 2.24, -0.28, -2.1, -0.005, 0.0215, -0.003, 
166.188, 1.52, 0, -1.3, 0, 0, 0, 1.52, 0.08, -1.3, 0.001, 0.0315, 0.0025, 
166.288, 1.98, 0, -1.24, 0, 0, 0, 1.98, 0.16, -1.24, -0.0065, 0.018, 0.004, 
166.388, 1.66, 0, -1.2, 0, 0, -0.0075, 1.66, 0.06, -1.2, 0, 0.027, -0.0075, 
166.488, 1.8, 0, -1.5, 0, 0, -0.016, 1.8, 0.02, -1.5, -0.0065, 0.0245, -0.016, 
166.588, 1.9, 0, -1.86, 0, 0, 0, 1.9, 0, -1.86, -0.005, 0.0175, -0.0035, 
166.688, 1.48, 0, -1.36, 0, 0, 0, 1.48, 0.14, -1.36, -0.0135, 0.027, -0.002, 
166.788, 1.7, 0, 0, 0, 0, 0, 1.7, 0.44, -0.68, 0.0085, 0.037, 0.002, 
166.888, 1.98, 0, -1.36, 0, 0, 0, 1.98, 0, -1.36, -0.0045, 0.0255, 0, 
166.988, 1.82, 0, -0.98, 0, 0, 0, 1.82, -0.02, -0.98, -0.0035, 0.0245, -0.0005, 
167.088, 1.96, 0, -1.28, 0, 0, 0, 1.96, -0.08, -1.28, -0.0085, 0.0265, -0.0035, 
167.188, 1.84, 0, -1.5, 0, 0, 0, 1.84, 0.22, -1.5, -0.0045, 0.0245, -0.001, 
167.288, 1.78, 0, -1.34, 0, 0, 0, 1.78, -0.3, -1.34, -0.0145, 0.0165, -0.0015, 
167.388, 1.7, 0, -1.64, 0, 0, 0, 1.7, -0.06, -1.64, -0.0045, 0.023, 0.0045, 
167.488, 1.92, 0, -1.12, 0, 0, 0, 1.92, 0.22, -1.12, 0.001, 0.017, -0.003, 
167.588, 1.64, 0, -1.42, 0, 0, 0, 1.64, -0.3, -1.42, -0.013, 0.0265, 0.0015, 
167.688, 1.76, 0, -0.86, 0, 0, 0, 1.76, -0.16, -0.86, -0.0125, 0.0295, 0.003, 
167.788, 1.76, 0, -0.82, 0, 0, -0.0085, 1.76, 0.1, -0.82, -0.0005, 0.028, -0.0085, 
167.888, 1.84, 0, -1.32, 0, 0, 0, 1.84, -0.02, -1.32, -0.0155, 0.0205, -0.0035, 
167.988, 1.94, 0, -0.88, 0, 0, 0, 1.94, -0.12, -0.88, 0.0045, 0.0325, -0.001, 
168.088, 1.86, 0, -1.38, 0, 0, 0, 1.86, 0.32, -1.38, -0.0025, 0.0215, -0.0035, 
168.188, 1.48, 0, -1.64, 0, 0, -0.0055, 1.48, -0.14, -1.64, -0.022, 0.026, -0.0055, 
168.288, 1.96, 0, -1.46, 0, 0, 0.014, 1.96, -0.28, -1.46, -0.0025, 0.0155, 0.014, 
168.388, 1.8, 0, -1.56, 0, 0, 0.0085, 1.8, -0.34, -1.56, -0.001, 0.0255, 0.0085, 
168.488, 1.78, 0, -1.24, 0, 0, 0, 1.78, -0.1, -1.24, 0.005, 0.0375, 0.002, 
168.588, 1.78, 0, -1.12, 0, 0, -0.013, 1.78, 0.14, -1.12, 0.001, 0.018, -0.013, 
168.688, 1.68, 0, -1.24, 0, 0, 0, 1.68, -0.08, -1.24, -0.003, 0.021, -0.002, 
168.788, 1.9, 0, -1.42, 0, 0, 0.0055, 1.9, 0, -1.42, -0.0005, 0.0215, 0.0055, 
168.888, 2.24, 0, -1.62, 0, 0, 0, 2.24, 0.02, -1.62, -0.0095, 0.018, -0.001, 
168.988, 2.08, 0, -1.62, 0, 0, 0, 2.08, -0.16, -1.62, -0.007, 0.015, 0.001, 
169.088, 1.72, 0, -1.48, 0, 0, -0.0065, 1.72, 0.12, -1.48, -0.0015, 0.0215, -0.0065, 
169.188, 2.02, 0, -1.36, 0, 0, 0, 2.02, 0.16, -1.36, 0.0025, 0.027, 0.003, 
169.288, 1.86, 0, -1.38, 0, 0, 0, 1.86, -0.02, -1.38, -0.0105, 0.025, 0.001, 
169.388, 1.88, 0, -1.44, 0, 0, 0, 1.88, 0.1, -1.44, -0.0045, 0.025, 0, 
169.488, 1.6, 0, -1.48, 0, 0, 0, 1.6, 0.22, -1.48, 0.001, 0.028, -0.003, 
169.588, 2.06, 0, -1.4, 0, 0, 0.0075, 2.06, -0.08, -1.4, -0.018, 0.0215, 0.0075, 
169.688, 1.7, 0, -1.72, 0, 0, 0, 1.7, -0.02, -1.72, -0.0065, 0.0215, 0, 
169.788, 1.72, 0, -1.72, 0, 0, 0, 1.72, -0.36, -1.72, -0.014, 0.025, 0.0035, 
169.888, 1.82, 0, -1.64, 0, 0, 0, 1.82, -0.04, -1.64, -0.0065, 0.027, -0.0035, 
169.988, 2.06, 0, -1.18, 0, 0, 0, 2.06, 0.06, -1.18, -0.0005, 0.024, -0.003, 
170.088, 1.62, 0, -1.62, 0, 0, 0, 1.62, 0.16, -1.62, 0.0025, 0.021, 0.001, 
170.188, 2.36, 0, -1.34, 0, 0, 0.012, 2.36, 0, -1.34, -0.0035, 0.0235, 0.012, 
170.288, 2.04, 0, -1.38, 0, 0, -0.0155, 2.04, 0.1, -1.38, -0.016, 0.0205, -0.0155, 
170.388, 1.78, 0, -1.4, 0, 0, 0, 1.78, -0.08, -1.4, -0.0045, 0.019, -0.0015, 
170.488, 2, 0, -1.64, 0, 0, -0.0055, 2, 0.08, -1.64, -0.0145, 0.026, -0.0055, 
170.588, 1.8, 0, -1.28, 0, 0, 0.0095, 1.8, -0.2, -1.28, -0.0115, 0.021, 0.0095, 
170.688, 1.62, 0, -1.18, 0, 0, -0.0085, 1.62, 0.06, -1.18, -0.0075, 0.0275, -0.0085, 
170.788, 2, 0, -1.66, 0, 0, 0, 2, 0.02, -1.66, 0.0015, 0.0245, 0.001, 
170.888, 2.06, 0, -1.32, 0, 0, 0, 2.06, 0.06, -1.32, 0.0015, 0.0225, -0.0035, 
170.988, 1.68, 0, -1.74, 0, 0, 0, 1.68, -0.12, -1.74, -0.0185, 0.024, 0.0005, 
171.088, 1.86, 0, -1.48, 0, 0, 0, 1.86, 0.06, -1.48, -0.0015, 0.019, -0.002, 
171.188, 1.68, 0, -1.6, 0, 0, 0, 1.68, 0, -1.6, -0.0115, 0.0235, -0.001, 
171.288, 1.74, 0, -1.16, 0, 0, 0.0055, 1.74, -0.26, -1.16, -0.0195, 0.026, 0.0055, 
171.388, 1.82, 0, -1.1, 0, 0, 0.009, 1.82, -0.28, -1.1, -0.0085, 0.0225, 0.009, 
171.488, 1.86, 0, -1.38, 0, 0, -0.007, 1.86, 0.14, -1.38, 0.0005, 0.025, -0.007, 
171.588, 1.78, 0, -1.38, 0, 0, 0, 1.78, -0.12, -1.38, -0.0055, 0.026, -0.004, 
171.688, 1.72, 0, -1.54, 0, 0, 0, 1.72, 0.18, -1.54, 0.0075, 0.0215, 0.001, 
171.788, 1.84, 0, -1.14, 0, 0, -0.0055, 1.84, 0, -1.14, -0.006, 0.023, -0.0055, 
171.888, 2.1, 0, -1.12, 0, 0, 0, 2.1, -0.06, -1.12, -0.007, 0.021, 0.0035, 
171.988, 2.02, 0, -1.58, 0, 0, -0.0065, 2.02, 0, -1.58, -0.0035, 0.0285, -0.0065, 
172.088, 2.14, 0, -1.1, 0, 0, -0.007, 2.14, 0.14, -1.1, -0.0025, 0.0255, -0.007, 
172.188, 1.88, 0, -1.2, 0, 0, 0.0065, 1.88, 0.18, -1.2, 0.0055, 0.0255, 0.0065, 
172.288, 1.5, 0, -1.28, 0, 0, 0, 1.5, -0.22, -1.28, -0.0135, 0.0345, -0.0005, 
172.388, 1.92, 0, -1.66, 0, 0, 0, 1.92, 0.22, -1.66, -0.0145, 0.02, -0.003, 
172.488, 1.94, 0, -1.18, 0, 0, 0.009, 1.94, 0.28, -1.18, 0.0015, 0.035, 0.009, 
