Time, Fx, Fy, Fz, Tx, Ty, Yz, Fx_tmp, Fy_tmp, Fz_tmp, Tx_tmp, Ty_tmp, Tz_tmp
45.988, 1.86, 0, -1.84, 0, 0, 0, 1.86, -0.08, -1.84, -0.0115, 0.012, -0.0005, 
46.088, 1.94, 0, -1.52, 0, 0, 0, 1.94, -0.1, -1.52, -0.01, 0.017, -0.001, 
46.188, 1.86, 0, -1.34, 0, 0, -0.0095, 1.86, 0.22, -1.34, -0.0015, 0.024, -0.0095, 
46.288, 1.92, 0, -1.52, 0, 0, 0, 1.92, -0.32, -1.52, -0.0115, 0.0185, 0.003, 
46.388, 1.7, 0, -1.58, 0, 0, 0, 1.7, -0.4, -1.58, -0.0025, 0.023, 0.004, 
46.488, 1.56, 0, -0.96, 0, 0, 0.005, 1.56, -0.56, -0.96, -0.013, 0.0225, 0.005, 
46.588, 1.8, 0, -1.24, 0, 0, 0, 1.8, -0.18, -1.24, -0.0095, 0.027, 0.0025, 
46.688, 1.7, 0, -1.12, 0, 0, 0, 1.7, 0.16, -1.12, 0.005, 0.0295, -0.003, 
46.788, 1.84, 0, -1.16, 0, 0, 0, 1.84, -0.08, -1.16, 0.0035, 0.0275, 0.0025, 
46.888, 1.86, 0, -1.28, 0, 0, 0.0055, 1.86, -0.22, -1.28, -0.0105, 0.027, 0.0055, 
46.988, 1.42, 0, -1.6, 0, 0, 0, 1.42, 0.08, -1.6, -0.0015, 0.025, -0.0015, 
47.088, 1.86, 0, -1.22, 0, 0, 0, 1.86, -0.22, -1.22, -0.0055, 0.02, 0.0035, 
47.188, 1.74, 0, -1.28, 0, 0, 0, 1.74, 0.28, -1.28, 0.009, 0.032, 0.0015, 
47.288, 1.64, 0, -1.16, 0, 0, 0, 1.64, 0.1, -1.16, 0.011, 0.0265, 0.001, 
47.388, 1.66, 0, -1.58, 0, 0, 0, 1.66, 0, -1.58, -0.0075, 0.0285, 0.0035, 
47.488, 1.8, 0, -1.52, 0, 0, 0, 1.8, 0, -1.52, -0.0085, 0.0185, -0.003, 
47.588, 1.9, 0, -1.38, 0, 0, 0, 1.9, -0.16, -1.38, -0.0015, 0.022, 0, 
47.688, 1.94, 0, -1.14, 0, 0, 0.0065, 1.94, -0.22, -1.14, -0.014, 0.0235, 0.0065, 
47.788, 1.9, 0, -1.22, 0, 0, 0, 1.9, 0, -1.22, -0.0075, 0.0235, -0.0035, 
47.888, 1.7, 0, -1.26, 0, 0, 0, 1.7, -0.24, -1.26, 0.0005, 0.026, 0.0005, 
47.988, 1.74, 0, -1.66, 0, 0, 0, 1.74, -0.28, -1.66, -0.015, 0.0255, 0.0025, 
48.088, 1.7, 0, -1.6, 0, 0, 0, 1.7, -0.02, -1.6, -0.0035, 0.024, 0, 
48.188, 1.88, 0, -1.72, 0, 0, 0, 1.88, 0.18, -1.72, 0.006, 0.0175, 0.0005, 
48.288, 1.82, 0, -1.3, 0, 0, 0, 1.82, -0.04, -1.3, -0.0075, 0.027, 0, 
48.388, 1.8, 0, -1.78, 0, 0, 0, 1.8, 0.02, -1.78, -0.012, 0.023, -0.0015, 
48.488, 1.64, 0, -1.42, 0, 0, 0, 1.64, -0.4, -1.42, -0.022, 0.019, 0.003, 
48.588, 1.9, 0, -1.2, 0, 0, -0.005, 1.9, 0.16, -1.2, -0.0005, 0.0205, -0.005, 
48.688, 1.86, 0, -1.74, 0, 0, 0, 1.86, -0.16, -1.74, -0.0035, 0.0165, 0.0035, 
48.788, 1.88, 0, -1.36, 0, 0, 0, 1.88, 0.04, -1.36, -0.0055, 0.0115, -0.0015, 
48.888, 1.68, 0, -1.18, 0, 0, 0, 1.68, -0.12, -1.18, -0.0115, 0.03, -0.0035, 
48.988, 1.92, 0, -1.76, 0, 0, 0, 1.92, 0.08, -1.76, 0.003, 0.012, -0.0015, 
49.088, 1.94, 0, -1.44, 0, 0, 0.0055, 1.94, -0.2, -1.44, -0.005, 0.02, 0.0055, 
49.188, 1.9, 0, -1.28, 0, 0, -0.0065, 1.9, 0.12, -1.28, 0.002, 0.0195, -0.0065, 
49.288, 1.94, 0, -1.26, 0, 0, 0, 1.94, -0.14, -1.26, -0.0095, 0.027, 0.0015, 
49.388, 1.62, 0, -1.4, 0, 0, 0, 1.62, 0, -1.4, -0.0035, 0.0285, -0.002, 
49.488, 1.82, 0, -1.16, 0, 0, 0, 1.82, 0.06, -1.16, 0, 0.0265, 0.0015, 
49.588, 1.9, 0, -1.74, 0, 0, 0, 1.9, 0.24, -1.74, 0.0025, 0.0215, -0.0015, 
49.688, 1.56, 0, -1.72, 0, 0, -0.0055, 1.56, 0.14, -1.72, -0.0005, 0.019, -0.0055, 
49.788, 1.84, 0, -1.5, 0, 0, 0, 1.84, 0.06, -1.5, -0.009, 0.0135, 0, 
49.888, 1.88, 0, -1.34, 0, 0, 0, 1.88, -0.22, -1.34, -0.0025, 0.028, 0.002, 
49.988, 1.92, 0, -1.26, 0, 0, 0, 1.92, 0.22, -1.26, 0.0005, 0.029, -0.0035, 
50.088, 1.78, 0, -1.42, 0, 0, -0.006, 1.78, 0.22, -1.42, 0, 0.0175, -0.006, 
50.188, 1.86, 0, -1.36, 0, 0, 0, 1.86, -0.16, -1.36, -0.0045, 0.017, -0.0015, 
50.288, 1.82, 0, -0.92, 0, 0, 0, 1.82, 0.2, -0.92, 0.008, 0.0375, -0.002, 
50.388, 1.76, 0, -1.46, 0, 0, 0, 1.76, -0.26, -1.46, -0.002, 0.017, -0.0035, 
50.488, 1.92, 0, -1.44, 0, 0, 0, 1.92, 0.02, -1.44, -0.001, 0.0205, 0.0015, 
50.588, 1.8, 0, -1.28, 0, 0, 0, 1.8, 0.06, -1.28, -0.0025, 0.024, -0.003, 
50.688, 1.74, 0, -1.36, 0, 0, 0.0055, 1.74, -0.22, -1.36, -0.0135, 0.026, 0.0055, 
50.788, 1.72, 0, -1.64, 0, 0, 0, 1.72, -0.12, -1.64, -0.002, 0.014, 0, 
50.888, 1.88, 0, -1.72, 0, 0, 0, 1.88, -0.52, -1.72, -0.016, 0.024, 0.0025, 
50.988, 1.86, 0, -1.84, 0, 0, 0, 1.86, -0.1, -1.84, -0.01, 0.0175, 0.001, 
51.088, 1.96, 0, -1.2, 0, 0, 0, 1.96, 0.06, -1.2, 0.002, 0.0155, -0.004, 
51.188, 1.72, 0, -1.46, 0, 0, -0.0065, 1.72, 0.14, -1.46, 0, 0.027, -0.0065, 
51.288, 1.9, 0, -1.22, 0, 0, 0, 1.9, -0.2, -1.22, -0.006, 0.014, -0.0015, 
51.388, 1.78, 0, -1.42, 0, 0, -0.0075, 1.78, 0.18, -1.42, -0.0105, 0.0195, -0.0075, 
51.488, 1.94, 0, -1.42, 0, 0, 0, 1.94, -0.06, -1.42, -0.0035, 0.0175, -0.0015, 
51.588, 1.78, 0, -1.54, 0, 0, 0, 1.78, 0.16, -1.54, 0.0105, 0.027, 0.0045, 
51.688, 2.02, 0, -1.28, 0, 0, 0, 2.02, 0.16, -1.28, 0.0085, 0.02, -0.003, 
51.788, 1.72, 0, -1.68, 0, 0, 0, 1.72, 0.2, -1.68, 0.002, 0.0225, -0.0035, 
51.888, 1.94, 0, -1.58, 0, 0, -0.006, 1.94, 0.16, -1.58, 0.0025, 0.019, -0.006, 
51.988, 1.86, 0, -1.22, 0, 0, 0, 1.86, 0.26, -1.22, -0.0005, 0.022, -0.0015, 
52.088, 1.84, 0, -1.7, 0, 0, 0, 1.84, -0.26, -1.7, -0.009, 0.0205, 0.004, 
52.188, 1.7, 0, -1.3, 0, 0, 0, 1.7, -0.02, -1.3, -0.01, 0.023, -0.0005, 
52.288, 1.96, 0, -1.58, 0, 0, 0, 1.96, 0.12, -1.58, -0.0045, 0.0235, -0.0025, 
52.388, 1.9, 0, -1.56, 0, 0, 0, 1.9, -0.12, -1.56, -0.0025, 0.0275, -0.003, 
52.488, 1.84, 0, -1.64, 0, 0, 0, 1.84, -0.18, -1.64, -0.0025, 0.0125, 0.001, 
52.588, 1.86, 0, -1.36, 0, 0, 0.005, 1.86, -0.1, -1.36, -0.0075, 0.016, 0.005, 
52.688, 1.54, 0, -1.48, 0, 0, 0.005, 1.54, -0.36, -1.48, -0.0055, 0.019, 0.005, 
52.788, 1.86, 0, -1.26, 0, 0, 0, 1.86, -0.1, -1.26, -0.009, 0.019, -0.0035, 
52.888, 1.66, 0, -1.8, 0, 0, 0, 1.66, -0.24, -1.8, -0.0115, 0.0175, 0.002, 
52.988, 1.7, 0, -1.1, 0, 0, 0, 1.7, -0.4, -1.1, -0.016, 0.0205, 0.0015, 
53.088, 2.04, 0, -1.34, 0, 0, 0, 2.04, 0, -1.34, -0.0055, 0.01, 0.0025, 
53.188, 2.02, 0, -1.76, 0, 0, 0, 2.02, 0.32, -1.76, -0.0055, 0.014, -0.003, 
53.288, 1.74, 0, -1.34, 0, 0, 0, 1.74, 0.06, -1.34, -0.0045, 0.0195, -0.0015, 
53.388, 1.78, 0, -1.76, 0, 0, 0, 1.78, -0.08, -1.76, -0.008, 0.02, -0.0005, 
53.488, 1.72, 0, -1.74, 0, 0, 0, 1.72, 0.14, -1.74, 0, 0.017, -0.004, 
53.588, 2.18, 0, -1.22, 0, 0, 0.005, 2.18, 0.06, -1.22, 0.002, 0.023, 0.005, 
53.688, 2.08, 0, -1.14, 0, 0, 0, 2.08, -0.08, -1.14, -0.015, 0.012, -0.0025, 
53.788, 1.74, 0, -1.3, 0, 0, 0, 1.74, -0.14, -1.3, -0.0005, 0.02, 0.003, 
53.888, 1.72, 0, -1.56, 0, 0, 0, 1.72, 0.08, -1.56, 0, 0.021, -0.002, 
53.988, 1.92, 0, -1.58, 0, 0, -0.007, 1.92, -0.02, -1.58, 0.001, 0.019, -0.007, 
54.088, 1.82, 0, -1.34, 0, 0, -0.011, 1.82, 0.16, -1.34, -0.0025, 0.018, -0.011, 
54.188, 1.9, 0, -1.48, 0, 0, 0, 1.9, 0.24, -1.48, 0.001, 0.0255, -0.0025, 
54.288, 1.7, 0, -1.28, 0, 0, 0, 1.7, -0.14, -1.28, -0.0155, 0.0265, 0.0025, 
54.388, 2, 0, -1.64, 0, 0, -0.0055, 2, 0.28, -1.64, 0.0005, 0.0215, -0.0055, 
54.488, 1.78, 0, -1.52, 0, 0, 0, 1.78, -0.2, -1.52, -0.0105, 0.0185, 0.0015, 
54.588, 1.94, 0, -1.16, 0, 0, 0, 1.94, 0.02, -1.16, -0.011, 0.0275, -0.0025, 
54.688, 1.8, 0, -1.52, 0, 0, 0, 1.8, 0.1, -1.52, -0.002, 0.025, -0.001, 
54.788, 1.9, 0, -1.52, 0, 0, 0, 1.9, 0.1, -1.52, -0.002, 0.0185, -0.001, 
54.888, 1.7, 0, -1.52, 0, 0, 0, 1.7, 0.24, -1.52, 0.007, 0.023, -0.0035, 
54.988, 1.66, 0, -1.62, 0, 0, 0, 1.66, -0.04, -1.62, 0.0005, 0.0205, -0.0045, 
55.088, 1.76, 0, -1.2, 0, 0, -0.0065, 1.76, 0.26, -1.2, 0, 0.0215, -0.0065, 
55.188, 1.94, 0, -1.02, 0, 0, 0, 1.94, 0, -1.02, -0.005, 0.027, 0, 
55.288, 1.74, 0, -1.38, 0, 0, 0, 1.74, 0.04, -1.38, 0.0065, 0.0255, 0, 
55.388, 1.9, 0, -1.38, 0, 0, 0, 1.9, 0.06, -1.38, -0.0005, 0.0175, -0.0025, 
55.488, 1.8, 0, -1.48, 0, 0, -0.0065, 1.8, 0.12, -1.48, -0.0035, 0.0305, -0.0065, 
55.588, 1.9, 0, -1.6, 0, 0, 0, 1.9, 0.02, -1.6, -0.003, 0.0225, 0.0025, 
55.688, 1.74, 0, -1.06, 0, 0, 0, 1.74, -0.2, -1.06, 0.002, 0.02, 0.004, 
55.788, 1.96, 0, -1.62, 0, 0, 0, 1.96, 0.14, -1.62, -0.008, 0.0205, -0.002, 
55.888, 1.78, 0, -0.98, 0, 0, 0, 1.78, 0.12, -0.98, -0.008, 0.023, 0.0005, 
55.988, 1.62, 0, -1.42, 0, 0, 0, 1.62, 0.04, -1.42, -0.0045, 0.0225, -0.003, 
56.088, 1.66, 0, -1.48, 0, 0, 0, 1.66, 0.18, -1.48, -0.0055, 0.021, -0.0025, 
56.188, 1.78, 0, -1.4, 0, 0, 0, 1.78, -0.14, -1.4, -0.009, 0.021, 0.0035, 
56.288, 1.82, 0, -1.38, 0, 0, 0, 1.82, -0.04, -1.38, -0.005, 0.027, 0.0045, 
56.388, 1.8, 0, -1.64, 0, 0, 0, 1.8, -0.12, -1.64, -0.002, 0.0135, 0, 
56.488, 1.86, 0, -1.38, 0, 0, 0, 1.86, -0.12, -1.38, 0.0025, 0.019, 0.0025, 
56.588, 1.7, 0, -1.4, 0, 0, 0, 1.7, -0.12, -1.4, -0.0025, 0.018, 0.002, 
56.688, 1.78, 0, -1.52, 0, 0, 0, 1.78, -0.1, -1.52, -0.0095, 0.0185, -0.001, 
56.788, 1.88, 0, -1.68, 0, 0, 0, 1.88, 0.08, -1.68, -0.001, 0.017, -0.0015, 
56.888, 1.94, 0, -1.46, 0, 0, 0, 1.94, -0.3, -1.46, -0.0165, 0.017, 0.0035, 
56.988, 2.1, 0, -1.56, 0, 0, 0.0065, 2.1, -0.1, -1.56, 0.0005, 0.023, 0.0065, 
57.088, 2.12, 0, -1.68, 0, 0, 0, 2.12, 0.04, -1.68, -0.0005, 0.02, -0.0005, 
57.188, 2.04, 0, -1.6, 0, 0, 0, 2.04, -0.02, -1.6, 0.0005, 0.0175, 0.001, 
57.288, 2.02, 0, -1.68, 0, 0, 0, 2.02, 0.22, -1.68, 0.0055, 0.017, -0.0035, 
57.388, 1.58, 0, -1.9, 0, 0, 0, 1.58, 0.02, -1.9, 0.002, 0.0265, 0.0005, 
57.488, 2.04, 0, -1.26, 0, 0, 0, 2.04, 0.04, -1.26, 0.003, 0.024, 0.001, 
57.588, 1.94, 0, -1.06, 0, 0, -0.0095, 1.94, 0.1, -1.06, 0.001, 0.0225, -0.0095, 
57.688, 1.88, 0, -1.6, 0, 0, 0, 1.88, -0.1, -1.6, 0.001, 0.019, 0.0025, 
57.788, 1.7, 0, -1.32, 0, 0, -0.007, 1.7, 0.06, -1.32, -0.0085, 0.023, -0.007, 
57.888, 1.92, 0, -1.32, 0, 0, 0, 1.92, 0, -1.32, -0.005, 0.0175, -0.004, 
57.988, 1.86, 0, -1.8, 0, 0, 0, 1.86, -0.08, -1.8, -0.0045, 0.0195, 0.0015, 
58.088, 1.82, 0, -1.7, 0, 0, -0.005, 1.82, 0.18, -1.7, 0.0015, 0.0225, -0.005, 
58.188, 1.98, 0, -1.52, 0, 0, 0, 1.98, -0.16, -1.52, -0.012, 0.011, -0.0045, 
58.288, 1.74, 0, -1.62, 0, 0, -0.007, 1.74, 0.14, -1.62, 0.0025, 0.02, -0.007, 
58.388, 1.9, 0, -1.06, 0, 0, 0, 1.9, -0.18, -1.06, -0.007, 0.0215, 0, 
58.488, 1.74, 0, -1.88, 0, 0, 0, 1.74, -0.18, -1.88, 0.0005, 0.0205, 0.0045, 
58.588, 1.92, 0, -1.4, 0, 0, 0, 1.92, -0.12, -1.4, -0.0075, 0.0205, 0.004, 
58.688, 1.78, 0, -1.24, 0, 0, 0, 1.78, -0.06, -1.24, -0.0065, 0.034, 0.001, 
58.788, 1.86, 0, -1.44, 0, 0, -0.0055, 1.86, 0.22, -1.44, -0.003, 0.021, -0.0055, 
58.888, 1.84, 0, -0.98, 0, 0, 0, 1.84, 0.18, -0.98, 0.009, 0.0225, -0.002, 
58.988, 1.92, 0, -1.3, 0, 0, -0.01, 1.92, 0.32, -1.3, -0.0065, 0.022, -0.01, 
59.088, 1.88, 0, -1.38, 0, 0, 0, 1.88, 0.32, -1.38, 0.0015, 0.0225, 0.001, 
59.188, 1.92, 0, -1.6, 0, 0, 0, 1.92, -0.14, -1.6, -0.006, 0.017, 0.0015, 
59.288, 1.84, 0, -1.6, 0, 0, 0, 1.84, 0.06, -1.6, -0.0025, 0.023, -0.0015, 
59.388, 1.92, 0, -1.62, 0, 0, 0, 1.92, 0, -1.62, -0.0055, 0.017, 0.0015, 
59.488, 1.7, 0, -1.38, 0, 0, 0, 1.7, -0.14, -1.38, 0.005, 0.026, -0.0045, 
59.588, 1.96, 0, -1.2, 0, 0, -0.0065, 1.96, 0.18, -1.2, 0.009, 0.026, -0.0065, 
59.688, 1.66, 0, -1.16, 0, 0, 0, 1.66, 0, -1.16, -0.0045, 0.032, 0, 
59.788, 1.94, 0, -1.16, 0, 0, 0, 1.94, 0.12, -1.16, -0.0125, 0.0175, -0.004, 
59.888, 1.78, 0, -1.2, 0, 0, 0, 1.78, -0.18, -1.2, 0.0035, 0.0325, -0.003, 
59.988, 1.84, 0, -1.48, 0, 0, 0, 1.84, 0.14, -1.48, 0, 0.026, 0.0005, 
60.088, 1.78, 0, -1.6, 0, 0, 0.0085, 1.78, -0.2, -1.6, -0.0125, 0.022, 0.0085, 
60.188, 1.82, 0, -1.54, 0, 0, 0, 1.82, 0.02, -1.54, -0.004, 0.014, -0.003, 
60.288, 1.98, 0, -0.96, 0, 0, 0, 1.98, -0.1, -0.96, -0.0105, 0.021, -0.004, 
60.388, 1.98, 0, -1.36, 0, 0, 0, 1.98, -0.24, -1.36, 0.0025, 0.023, 0.0015, 
60.488, 1.66, 0, -1.26, 0, 0, 0, 1.66, -0.1, -1.26, 0.005, 0.018, 0.0005, 
60.588, 1.86, 0, -1.28, 0, 0, 0, 1.86, 0, -1.28, -0.0045, 0.0185, 0, 
60.688, 1.94, 0, -1.28, 0, 0, 0.0065, 1.94, -0.12, -1.28, -0.0045, 0.0225, 0.0065, 
60.788, 1.78, 0, -1.52, 0, 0, 0, 1.78, 0.12, -1.52, -0.0015, 0.0205, -0.002, 
60.888, 2.02, 0, -1.52, 0, 0, 0, 2.02, 0.38, -1.52, 0.0015, 0.0185, 0.0035, 
60.988, 1.82, 0, -1.4, 0, 0, 0, 1.82, -0.04, -1.4, 0.0035, 0.0185, 0.004, 
61.088, 2.04, 0, -1.16, 0, 0, 0, 2.04, 0.04, -1.16, 0.004, 0.021, 0.0005, 
61.188, 1.78, 0, -1.1, 0, 0, 0, 1.78, -0.06, -1.1, -0.004, 0.022, -0.002, 
61.288, 1.78, 0, -1.26, 0, 0, 0, 1.78, 0.02, -1.26, -0.007, 0.0235, -0.004, 
61.388, 1.72, 0, 0, 0, 0, -0.0065, 1.72, -0.06, -0.78, 0.011, 0.032, -0.0065, 
61.488, 1.92, 0, -1.42, 0, 0, 0, 1.92, 0.02, -1.42, -0.012, 0.0185, -0.0045, 
61.588, 1.88, 0, -1.24, 0, 0, 0, 1.88, -0.24, -1.24, -0.0135, 0.012, -0.001, 
61.688, 1.78, 0, -1.62, 0, 0, 0, 1.78, 0, -1.62, 0.0035, 0.025, -0.001, 
61.788, 1.74, 0, -1.12, 0, 0, 0, 1.74, -0.14, -1.12, -0.0125, 0.02, -0.0025, 
61.888, 2.06, 0, -1.68, 0, 0, 0, 2.06, -0.02, -1.68, 0, 0.021, -0.001, 
61.988, 1.7, 0, -1.14, 0, 0, 0, 1.7, -0.32, -1.14, -0.0185, 0.029, 0.002, 
62.088, 1.86, 0, -1.82, 0, 0, 0, 1.86, -0.26, -1.82, -0.011, 0.0165, 0.0045, 
62.188, 2.02, 0, -1.36, 0, 0, 0, 2.02, -0.02, -1.36, -0.0035, 0.0235, 0.0025, 
62.288, 1.8, 0, -1.18, 0, 0, -0.005, 1.8, 0.14, -1.18, 0.005, 0.0225, -0.005, 
62.388, 1.9, 0, -1.6, 0, 0, -0.0075, 1.9, -0.02, -1.6, 0.0005, 0.0185, -0.0075, 
62.488, 1.86, 0, -1.32, 0, 0, 0, 1.86, 0.18, -1.32, 0.0035, 0.0205, 0.0005, 
62.588, 1.74, 0, -1.46, 0, 0, 0, 1.74, -0.2, -1.46, 0.0005, 0.019, 0.004, 
62.688, 1.68, 0, -1.7, 0, 0, 0, 1.68, -0.04, -1.7, -0.0015, 0.018, -0.001, 
62.788, 1.76, 0, -1.02, 0, 0, 0, 1.76, -0.22, -1.02, -0.006, 0.027, -0.003, 
62.888, 1.82, 0, -1.44, 0, 0, 0, 1.82, -0.02, -1.44, -0.0015, 0.0255, 0.0005, 
62.988, 1.76, 0, -1.58, 0, 0, -0.0085, 1.76, -0.02, -1.58, -0.005, 0.016, -0.0085, 
63.088, 2.02, 0, -1.52, 0, 0, 0, 2.02, 0.16, -1.52, 0.002, 0.0145, 0.0005, 
63.188, 1.9, 0, -1.36, 0, 0, 0, 1.9, 0.08, -1.36, -0.0095, 0.024, -0.0005, 
63.288, 1.96, 0, -1.36, 0, 0, 0, 1.96, -0.38, -1.36, 0.006, 0.018, 0.0015, 
63.388, 1.72, 0, -1.04, 0, 0, 0, 1.72, 0.04, -1.04, 0.003, 0.0305, 0, 
63.488, 1.8, 0, -1.48, 0, 0, 0, 1.8, -0.06, -1.48, -0.003, 0.0195, -0.001, 
63.588, 1.88, 0, -1.36, 0, 0, 0, 1.88, 0.16, -1.36, 0.003, 0.0205, -0.003, 
63.688, 1.82, 0, -1.32, 0, 0, 0, 1.82, 0.04, -1.32, 0.001, 0.0215, -0.0025, 
63.788, 1.86, 0, -1.2, 0, 0, 0, 1.86, 0.16, -1.2, -0.002, 0.0225, -0.004, 
63.888, 1.76, 0, -1.46, 0, 0, 0, 1.76, 0, -1.46, -0.006, 0.0235, 0.0015, 
63.988, 1.9, 0, -1.7, 0, 0, 0, 1.9, 0.16, -1.7, 0, 0.0125, -0.0035, 
64.088, 1.58, 0, -1.56, 0, 0, 0, 1.58, -0.18, -1.56, -0.0005, 0.022, 0.0045, 
64.188, 1.86, 0, -1.54, 0, 0, 0, 1.86, -0.06, -1.54, -0.0055, 0.014, 0, 
64.288, 1.86, 0, -1.2, 0, 0, 0, 1.86, -0.16, -1.2, -0.01, 0.0185, -0.0025, 
64.388, 1.94, 0, -1.7, 0, 0, 0, 1.94, 0.12, -1.7, -0.0015, 0.0155, -0.0005, 
64.488, 1.82, 0, -1.92, 0, 0, 0, 1.82, -0.1, -1.92, -0.0005, 0.0185, -0.003, 
64.588, 1.66, 0, -1.18, 0, 0, 0, 1.66, 0.16, -1.18, 0.0045, 0.0245, -0.0005, 
64.688, 1.76, 0, -1.12, 0, 0, -0.0105, 1.76, 0.02, -1.12, -0.0015, 0.0175, -0.0105, 
64.788, 1.98, 0, -1.4, 0, 0, 0, 1.98, -0.04, -1.4, -0.007, 0.02, 0, 
64.888, 1.82, 0, -1.44, 0, 0, 0, 1.82, -0.18, -1.44, 0.0035, 0.019, -0.002, 
64.988, 1.88, 0, -1.54, 0, 0, 0, 1.88, -0.5, -1.54, -0.0095, 0.014, 0, 
65.088, 1.98, 0, -1.88, 0, 0, 0, 1.98, -0.1, -1.88, 0.001, 0.0225, 0.0025, 
65.188, 1.94, 0, -1.7, 0, 0, 0, 1.94, 0.06, -1.7, 0.0065, 0.023, 0.001, 
65.288, 1.52, 0, -1.5, 0, 0, 0.0085, 1.52, -0.44, -1.5, -0.005, 0.0275, 0.0085, 
65.388, 1.8, 0, -1.28, 0, 0, 0.0065, 1.8, -0.38, -1.28, -0.015, 0.027, 0.0065, 
65.488, 1.96, 0, -1.6, 0, 0, 0, 1.96, 0.18, -1.6, -0.0005, 0.0275, 0.0005, 
65.588, 1.98, 0, -1.32, 0, 0, 0, 1.98, -0.12, -1.32, -0.0065, 0.017, 0.0025, 
65.688, 1.98, 0, -1.42, 0, 0, 0, 1.98, 0.14, -1.42, -0.004, 0.02, -0.0035, 
65.788, 1.86, 0, -1.48, 0, 0, -0.0055, 1.86, 0.16, -1.48, -0.0055, 0.0235, -0.0055, 
65.888, 1.66, 0, -1.46, 0, 0, -0.0065, 1.66, 0.28, -1.46, 0.014, 0.0305, -0.0065, 
65.988, 1.82, 0, -1.2, 0, 0, -0.006, 1.82, 0.16, -1.2, 0.002, 0.017, -0.006, 
66.088, 1.74, 0, -1.32, 0, 0, 0, 1.74, -0.16, -1.32, -0.0055, 0.0235, 0.0005, 
66.188, 1.62, 0, -1.2, 0, 0, 0, 1.62, 0.16, -1.2, -0.0005, 0.0225, -0.0045, 
66.288, 1.8, 0, -1.42, 0, 0, 0, 1.8, -0.16, -1.42, -0.007, 0.021, -0.0045, 
66.388, 1.74, 0, -1.18, 0, 0, 0, 1.74, 0.04, -1.18, -0.0015, 0.0215, -0.0035, 
66.488, 1.76, 0, -1.58, 0, 0, 0, 1.76, -0.1, -1.58, -0.0035, 0.014, -0.002, 
66.588, 1.92, 0, -1.38, 0, 0, 0, 1.92, -0.1, -1.38, 0.004, 0.0235, 0.0025, 
66.688, 1.9, 0, -1.72, 0, 0, 0, 1.9, -0.08, -1.72, -0.0025, 0.016, -0.002, 
66.788, 1.84, 0, -1.76, 0, 0, 0.005, 1.84, 0, -1.76, 0.004, 0.0275, 0.005, 
66.888, 1.88, 0, -1.48, 0, 0, 0.0065, 1.88, -0.16, -1.48, -0.0035, 0.02, 0.0065, 
66.988, 2.04, 0, -1.36, 0, 0, 0, 2.04, 0.04, -1.36, 0.0065, 0.023, 0.001, 
67.088, 1.84, 0, -1.6, 0, 0, 0, 1.84, 0.04, -1.6, -0.003, 0.023, -0.001, 
67.188, 1.9, 0, -1.1, 0, 0, 0, 1.9, -0.14, -1.1, -0.009, 0.015, 0.002, 
67.288, 1.82, 0, -1.32, 0, 0, 0, 1.82, 0, -1.32, -0.004, 0.018, 0.001, 
67.388, 1.74, 0, -1.4, 0, 0, 0, 1.74, -0.04, -1.4, 0, 0.023, -0.002, 
67.488, 1.76, 0, -1.26, 0, 0, 0, 1.76, -0.34, -1.26, -0.006, 0.025, 0, 
67.588, 1.94, 0, -1.38, 0, 0, 0, 1.94, -0.08, -1.38, -0.0175, 0.013, 0.001, 
67.688, 2.02, 0, -1.4, 0, 0, 0, 2.02, -0.02, -1.4, -0.002, 0.0155, 0, 
67.788, 1.96, 0, -1.54, 0, 0, 0, 1.96, 0.04, -1.54, -0.005, 0.0225, 0.002, 
67.888, 1.84, 0, -1.18, 0, 0, -0.0055, 1.84, -0.02, -1.18, 0.0075, 0.018, -0.0055, 
67.988, 1.98, 0, -1.64, 0, 0, 0.005, 1.98, -0.16, -1.64, -0.009, 0.01, 0.005, 
68.088, 1.58, 0, -0.84, 0, 0, 0, 1.58, 0.06, -0.84, 0.0015, 0.0345, 0.0005, 
68.188, 1.76, 0, -1.2, 0, 0, 0, 1.76, 0.06, -1.2, 0, 0.026, -0.0035, 
68.288, 1.74, 0, -1.36, 0, 0, 0.005, 1.74, -0.14, -1.36, 0.0005, 0.0295, 0.005, 
68.388, 2.06, 0, -1.56, 0, 0, 0, 2.06, 0.22, -1.56, -0.0025, 0.022, -0.0025, 
68.488, 1.86, 0, -1.82, 0, 0, -0.0055, 1.86, 0.06, -1.82, -0.002, 0.019, -0.0055, 
68.588, 1.76, 0, -1.44, 0, 0, -0.007, 1.76, 0.32, -1.44, 0.001, 0.0185, -0.007, 
68.688, 1.76, 0, -1.56, 0, 0, 0, 1.76, -0.02, -1.56, 0.0025, 0.025, 0.0035, 
68.788, 1.68, 0, -1.42, 0, 0, 0, 1.68, 0.04, -1.42, -0.006, 0.023, -0.0025, 
68.888, 1.8, 0, -1.5, 0, 0, 0, 1.8, 0.24, -1.5, 0.0035, 0.023, -0.003, 
68.988, 1.82, 0, -1.48, 0, 0, 0, 1.82, 0.08, -1.48, 0.003, 0.019, -0.003, 
69.088, 1.96, 0, -1.16, 0, 0, 0, 1.96, -0.26, -1.16, -0.0155, 0.021, -0.001, 
69.188, 1.98, 0, -1.52, 0, 0, 0, 1.98, -0.04, -1.52, -0.0035, 0.0195, 0.0005, 
