Time, q_r1, q_r2, q_r3, q_r4, q_r5, q_r6, dq_r1, dq_r2, dq_r3, dq_r4, dq_r5, dq_r6, q_n1, q_n2, q_n3, q_n4, q_n5, q_n6, dq_n1, dq_n2, dq_n3, dq_n4, dq_n5, dq_n6
64.486, 0.0111737, -0.609135, -0.850032, 0.00166403, -1.40584, 0.0161675, 0.00475407, 0.489669, -0.968246, -0.0123402, 1.12486, -0, 0.0127423, -0.602655, -0.856051, 0.000838446, -1.40282, 0.0121415, 0.00681987, 0.47395, -0.962961, -0.0182701, 1.13176, 0.00705008, 
64.586, 0.0116966, -0.565746, -0.937928, 0.000477471, -1.30066, 0.0162084, 0.00475407, 0.397757, -0.808192, -0.00949246, 0.991012, -0, 0.0134032, -0.560031, -0.943392, -0.000840474, -1.29711, 0.0128841, 0.00641405, 0.384799, -0.795357, -0.0162044, 0.991084, 0.00853336, 
64.686, 0.0122497, -0.529701, -1.01215, -0.00052873, -1.20797, 0.0164049, 0.00633876, 0.327239, -0.686964, -0.0123402, 0.872357, -0, 0.0139846, -0.524786, -1.01704, -0.00235158, -1.20381, 0.0138039, 0.00585177, 0.318333, -0.672568, -0.0163137, 0.871314, 0.0108055, 
64.786, 0.0127813, -0.500464, -1.07381, -0.0016384, -1.12803, 0.0167219, 0.00475407, 0.259889, -0.557019, -0.0142387, 0.739462, 0.00284774, 0.0144655, -0.496345, -1.07809, -0.00384825, -1.12328, 0.0147797, 0.00482679, 0.25485, -0.553746, -0.0150173, 0.741697, 0.0108123, 
64.886, 0.013309, -0.47713, -1.12436, -0.00289425, -1.06071, 0.0172592, 0.00396173, 0.203633, -0.44926, -0.00569547, 0.600872, 0.00664472, 0.0149782, -0.47366, -1.12805, -0.00537302, -1.05555, 0.0159779, 0.00487106, 0.19736, -0.442598, -0.0149733, 0.608624, 0.0122041, 
64.986, 0.013805, -0.459917, -1.16287, -0.00416529, -1.00893, 0.0180632, 0.00554642, 0.13866, -0.318523, -0.0161372, 0.430957, 0.00854321, 0.0154911, -0.457021, -1.16585, -0.00699315, -1.00341, 0.0173773, 0.00584981, 0.134727, -0.311433, -0.0170543, 0.432931, 0.0151273, 
65.086, 0.0142733, -0.448497, -1.18848, -0.00549518, -0.973592, 0.0186308, 0.00316938, 0.087158, -0.201256, -0.0113909, 0.278129, 0.00379698, 0.0159087, -0.446391, -1.19087, -0.00843942, -0.968049, 0.0185415, 0.00253692, 0.0832889, -0.198732, -0.0124821, 0.28299, 0.00961581, 
65.186, 0.0146156, -0.441703, -1.20433, -0.00665041, -0.951683, 0.0190447, 0.00237704, 0.0507101, -0.110928, -0.00854321, 0.154727, 0.00569547, 0.0162338, -0.439962, -1.20626, -0.0095753, -0.946349, 0.0195267, 0.00346408, 0.0453294, -0.109393, -0.011297, 0.149709, 0.0105437, 
65.286, 0.01495, -0.439045, -1.21023, -0.00755884, -0.944408, 0.0194681, 0.00316938, 0.00554642, -0.00633876, -0.00759396, -0.00664472, 0.00284774, 0.0165301, -0.437974, -1.21144, -0.010574, -0.939458, 0.0203948, 0.00294328, -0.0031247, 0.00234679, -0.00882374, -0.00990336, 0.00754333, 
65.386, 0.0153129, -0.439812, -1.20711, -0.00826033, -0.950614, 0.019676, 0.00316938, -0.0253551, 0.0768575, -0.00664472, -0.122453, -0, 0.0167975, -0.440423, -1.20617, -0.0112756, -0.947748, 0.0210061, 0.00224798, -0.0432225, 0.0982635, -0.00501522, -0.150135, 0.004462, 
65.486, 0.0156163, -0.444832, -1.19447, -0.00863244, -0.969625, 0.0196826, 0.00237704, -0.0697264, 0.164808, -0, -0.246804, -0, 0.0169737, -0.446603, -1.19209, -0.0115671, -0.968741, 0.0212608, 0.00225271, -0.077591, 0.177784, -0.00122744, -0.263312, 0.00189421, 
65.586, 0.0158128, -0.453645, -1.17389, -0.00872357, -0.998911, 0.0196551, 0.00237704, -0.0998355, 0.233742, -0, -0.32654, -0, 0.0170414, -0.455943, -1.17082, -0.0114695, -0.999562, 0.0211252, 0.00012837, -0.105529, 0.239265, 0.00276473, -0.344984, -0.00255209, 
65.686, 0.0159063, -0.465178, -1.14781, -0.00869889, -1.03526, 0.0195696, -0, -0.131529, 0.282075, -0, -0.387292, -0, 0.0170131, -0.467668, -1.14442, -0.0110552, -1.03708, 0.0207133, -0.000755882, -0.12793, 0.2846, 0.00523153, -0.400237, -0.00499546, 
65.786, 0.0159293, -0.478682, -1.11779, -0.00862484, -1.07649, 0.0194548, -0, -0.140245, 0.313769, 0.00474623, -0.449942, -0, 0.0169236, -0.481257, -1.11431, -0.010477, -1.07912, 0.0201581, -0.00125953, -0.145314, 0.319094, 0.00626048, -0.439106, -0.00650998, 
65.886, 0.0159309, -0.493729, -1.08487, -0.00847961, -1.12068, 0.0192621, -0, -0.159261, 0.330408, 0.00379698, -0.446145, -0, 0.0167822, -0.496357, -1.08137, -0.00979351, -1.12412, 0.0195018, -0.0016508, -0.156141, 0.337882, 0.00736376, -0.456937, -0.00679339, 
65.986, 0.0159285, -0.509599, -1.05087, -0.00823376, -1.16523, 0.0189365, -0, -0.15213, 0.333577, -0, -0.435704, -0.00474623, 0.0165635, -0.51213, -1.04751, -0.00895637, -1.16926, 0.0187406, -0.00211811, -0.155327, 0.332809, 0.00786985, -0.441839, -0.0064984, 
66.086, 0.015923, -0.524674, -1.01921, -0.00792525, -1.20596, 0.0186925, -0, -0.137076, 0.284452, -0, -0.36546, -0, 0.0163313, -0.526824, -1.01618, -0.00815073, -1.21034, 0.0180959, -0.00204154, -0.13379, 0.284407, 0.00733066, -0.367485, -0.00622895, 
66.186, 0.0159, -0.536623, -0.994062, -0.0074848, -1.23785, 0.0184733, -0, -0.106174, 0.225818, -0, -0.294266, -0.00284774, 0.0160762, -0.538554, -0.991322, -0.0073568, -1.24228, 0.0174751, -0.0037702, -0.10621, 0.223916, 0.00792382, -0.28489, -0.00678151, 
66.286, 0.0158865, -0.547285, -0.972322, -0.00718959, -1.26542, 0.0184277, -0, -0.106967, 0.215518, -0, -0.279078, -0, 0.0158859, -0.548907, -0.969667, -0.00682525, -1.26985, 0.01708, -0.000864503, -0.105327, 0.218093, 0.00293954, -0.276059, -0.00298578, 
66.385, 0.015881, -0.558041, -0.950021, -0.00708232, -1.29348, 0.0184258, -0, -0.109344, 0.228988, 0.00284774, -0.297114, -0, 0.0158134, -0.559708, -0.947401, -0.00652159, -1.29798, 0.0168177, -0.000542894, -0.111112, 0.228161, 0.00230128, -0.286363, -0.00242333, 
66.485, 0.0158723, -0.56922, -0.927083, -0.0069874, -1.32182, 0.0184163, -0, -0.113305, 0.221857, 0.00284774, -0.274332, -0, 0.0157274, -0.570856, -0.924571, -0.00620791, -1.3264, 0.0165393, -0.00196055, -0.111371, 0.227646, 0.00357475, -0.280629, -0.00385811, 
66.585, 0.0158556, -0.580427, -0.904367, -0.00684786, -1.3493, 0.0182891, -0, -0.110136, 0.217895, 0.00474623, -0.26484, -0.00284774, 0.0155839, -0.581939, -0.90202, -0.00583167, -1.35394, 0.0162061, -0.00119796, -0.109111, 0.221721, 0.00353222, -0.269634, -0.00300174, 
66.686, 0.0158342, -0.591084, -0.88239, -0.00669028, -1.37559, 0.0182084, -0, -0.10459, 0.21631, -0, -0.259144, -0, 0.0154651, -0.592681, -0.880241, -0.00548024, -1.3803, 0.0159303, -0.00113228, -0.104968, 0.212722, 0.0033222, -0.257461, -0.00228916, 
66.786, 0.0158128, -0.601836, -0.861048, -0.00654979, -1.40079, 0.0180622, -0, -0.105382, 0.213141, -0, -0.23921, -0, 0.0153576, -0.603224, -0.859005, -0.00516561, -1.40554, 0.015655, -0.00139924, -0.104166, 0.207497, 0.00395073, -0.245769, -0.00361671, 
66.886, 0.0157875, -0.612062, -0.840471, -0.00638368, -1.42481, 0.0178401, -0, -0.10142, 0.20601, -0, -0.234464, -0, 0.0152406, -0.613414, -0.838555, -0.00483494, -1.42967, 0.0154133, -0.000958234, -0.0991782, 0.199861, 0.00272988, -0.23575, -0.00188333, 
66.986, 0.015755, -0.622018, -0.820539, -0.00627261, -1.44773, 0.0176835, -0, -0.10142, 0.197294, 0.00474623, -0.224022, -0, 0.0151486, -0.623273, -0.81878, -0.00457394, -1.45276, 0.0152311, -0.000935563, -0.097385, 0.194579, 0.00260621, -0.22596, -0.00178194, 
67.086, 0.0157249, -0.631677, -0.801393, -0.00612928, -1.46971, 0.0175212, -0, -0.0903274, 0.188578, -0, -0.219276, -0, 0.0150589, -0.632808, -0.799731, -0.00432375, -1.47482, 0.0150646, -0.000824873, -0.0934751, 0.187808, 0.00232198, -0.216414, -0.00150898, 
67.186, 0.0156908, -0.640847, -0.782752, -0.00599354, -1.491, 0.0174035, -0, -0.0927044, 0.186201, -0, -0.196494, -0, 0.0149773, -0.642085, -0.781213, -0.00409799, -1.49599, 0.0149174, -0.000795434, -0.0914195, 0.18256, 0.00219212, -0.207433, -0.00143056, 
67.286, 0.0156425, -0.650111, -0.764804, -0.00583691, -1.5112, 0.0172658, -0, -0.0927044, 0.173524, -0, -0.207885, -0.00284774, 0.0148983, -0.651088, -0.763305, -0.00388263, -1.51624, 0.0147817, -0.000767264, -0.0882806, 0.17596, 0.0020825, -0.198436, -0.00128256, 
67.386, 0.0155839, -0.658937, -0.747346, -0.00566035, -1.53063, 0.0171102, -0.00237704, -0.0855733, 0.172731, -0, -0.179407, -0, 0.0148254, -0.659815, -0.745946, -0.00368483, -1.53566, 0.0146609, -0.000725063, -0.085915, 0.170818, 0.00195045, -0.190192, -0.00115392, 
67.486, 0.0155244, -0.667355, -0.730454, -0.00548379, -1.5494, 0.0169867, -0, -0.0816116, 0.167185, 0.00284774, -0.181306, -0.00379698, 0.0147546, -0.668284, -0.729155, -0.00349546, -1.55426, 0.0145487, -0.000676273, -0.0832195, 0.165106, 0.00180461, -0.182034, -0.00105476, 
67.586, 0.0154563, -0.675658, -0.714291, -0.00532622, -1.56719, 0.0168833, -0, -0.0824039, 0.166393, -0, -0.17561, -0, 0.0146942, -0.676369, -0.713038, -0.00333294, -1.57205, 0.0144674, -0.000518723, -0.081241, 0.161664, 0.00142499, -0.175265, -0.00125664, 
67.686, 0.015419, -0.683465, -0.699165, -0.00495221, -1.58406, 0.0168159, -0, -0.0673494, 0.129945, 0.00284774, -0.149981, -0, 0.0146658, -0.683989, -0.698036, -0.00308782, -1.58855, 0.0144622, -0.00150184, -0.0661189, 0.132444, 0.00290742, -0.148031, -0.00057191, 
67.786, 0.0152836, -0.688117, -0.690329, -0.00444627, -1.5932, 0.0167153, -0, -0.0134699, 0.0221857, 0.00664472, -0.0161372, -0, 0.0144769, -0.688009, -0.689668, -0.00265257, -1.59734, 0.0143253, -0.00200069, -0.00289891, 0.0117404, 0.00575979, -0.00568484, -0.0018813, 
67.886, 0.0150395, -0.685739, -0.696801, -0.00367548, -1.58464, 0.0165311, -0.00316938, 0.0776499, -0.180655, 0.00854321, 0.207885, -0.00284774, 0.0141411, -0.683065, -0.698738, -0.00189954, -1.5865, 0.0140241, -0.0029411, 0.107804, -0.20523, 0.00822873, 0.232348, -0.00250594, 
67.986, 0.0147226, -0.670829, -0.728251, -0.00267023, -1.54915, 0.0163337, -0.00237704, 0.226611, -0.447675, 0.00854321, 0.506897, -0.00379698, 0.013775, -0.665713, -0.732259, -0.00107035, -1.54863, 0.0136825, -0.00326958, 0.241875, -0.469747, 0.00753153, 0.53028, -0.00322283, 
68.086, 0.0144025, -0.641154, -0.786883, -0.00185198, -1.48243, 0.0160907, -0.00237704, 0.355763, -0.70598, 0.0104417, 0.811605, -0.00379698, 0.013464, -0.635101, -0.792217, -0.000453409, -1.47985, 0.0132767, -0.00264654, 0.367275, -0.723408, 0.00428854, 0.839228, -0.00382018, 
68.186, 0.0141711, -0.600059, -0.868669, -0.00140204, -1.38617, 0.0159255, -0.00237704, 0.44609, -0.912782, 0.0170864, 1.07455, -0, 0.0133186, -0.593691, -0.874636, -0.00022746, -1.38202, 0.0129351, -0.00148081, 0.450944, -0.905624, -0.00145551, 1.10244, -0.0043282, 
68.286, 0.0140435, -0.552506, -0.964808, -0.00134508, -1.26692, 0.0158011, -0, 0.487292, -1.00469, -0, 1.26724, -0, 0.0133236, -0.546315, -0.971148, -0.000481768, -1.26178, 0.0126964, 0.00146947, 0.484486, -1.00275, -0.00490128, 1.28156, -0.00078876, 
68.386, 0.0140071, -0.504363, -1.06535, -0.00155107, -1.13566, 0.015786, -0, 0.469861, -0.998355, -0.00759396, 1.34793, -0, 0.0134858, -0.498789, -1.07152, -0.00122353, -1.1298, 0.0127459, 0.00286668, 0.460043, -0.993705, -0.00929429, 1.34032, 0.00325162, 
68.486, 0.014019, -0.460453, -1.16163, -0.00205512, -1.00302, 0.0158144, -0, 0.412812, -0.927837, -0, 1.30331, -0, 0.013811, -0.455568, -1.16741, -0.00242534, -0.996666, 0.0132719, 0.0024877, 0.402054, -0.919287, -0.013473, 1.3123, 0.0061967, 
68.586, 0.0140491, -0.422718, -1.24934, -0.00305277, -0.875155, 0.0159264, -0, 0.34467, -0.821662, -0.0180357, 1.24636, -0, 0.0141446, -0.418606, -1.25476, -0.00394669, -0.868663, 0.0141835, 0.00322275, 0.338147, -0.829357, -0.0160298, 1.2481, 0.0107355, 
68.685, 0.0140744, -0.391297, -1.32851, -0.00443772, -0.75361, 0.0162084, -0, 0.286037, -0.748766, -0.0180357, 1.17612, 0.00284774, 0.014439, -0.387776, -1.33355, -0.00563681, -0.746916, 0.0153785, 0.00268491, 0.280034, -0.748274, -0.017667, 1.18751, 0.0129516, 
68.785, 0.0141069, -0.365391, -1.40006, -0.00592804, -0.637829, 0.0165719, -0, 0.232157, -0.67904, -0.0189849, 1.14289, 0.00284774, 0.0146054, -0.362464, -1.40469, -0.0073871, -0.630962, 0.0166704, 0.000811178, 0.228457, -0.677369, -0.0172946, 1.1326, 0.012711, 
68.886, 0.014122, -0.344421, -1.46475, -0.00747436, -0.527413, 0.0169811, -0, 0.186994, -0.616445, -0.0104417, 1.07075, 0.00284774, 0.0146328, -0.342085, -1.46907, -0.00909293, -0.520301, 0.0179317, -0.000710242, 0.180791, -0.61227, -0.0158373, 1.08237, 0.0112687, 
68.986, 0.0141164, -0.3281, -1.52338, -0.00863624, -0.421614, 0.0171234, -0, 0.144207, -0.560981, -0.00854321, 1.04132, -0.00284774, 0.0144577, -0.326158, -1.52735, -0.0104134, -0.414428, 0.0187775, -0.002841, 0.13958, -0.553918, -0.00972514, 1.03433, 0.00477593, 
69.086, 0.0140831, -0.31566, -1.57605, -0.00902448, -0.320694, 0.0168434, -0, 0.10142, -0.500762, 0.00569547, 0.978672, -0.00759396, 0.0140554, -0.314229, -1.57971, -0.0106839, -0.313455, 0.0185126, -0.00525258, 0.0974257, -0.491927, 0.00663562, 0.985942, -0.0124317, 
69.186, 0.0139889, -0.306994, -1.62252, -0.00767085, -0.225127, 0.014757, -0, 0.0705187, -0.439752, 0.0360713, 0.921717, -0.0360713, 0.0134292, -0.305957, -1.62583, -0.00850766, -0.217916, 0.0157117, -0.00726084, 0.0669107, -0.428596, 0.0408474, 0.924619, -0.0475967, 
69.286, 0.0137092, -0.301464, -1.66202, -0.00177984, -0.135992, 0.00814737, -0.00396173, 0.0404096, -0.35814, 0.0892291, 0.861915, -0.096823, 0.0127414, -0.300883, -1.665, -0.00152759, -0.128839, 0.00806667, -0.0062009, 0.0369989, -0.354848, 0.103303, 0.854877, -0.109746, 
69.386, 0.0133605, -0.298576, -1.69383, 0.0117317, -0.0544174, -0.00571446, -0.00316938, 0.0166393, -0.281283, 0.178458, 0.779331, -0.179407, 0.012365, -0.298508, -1.69645, 0.0129981, -0.0473077, -0.00701137, -0.000420233, 0.0131105, -0.274956, 0.187527, 0.774108, -0.191415, 
69.486, 0.0133082, -0.29783, -1.71796, 0.0339384, 0.019208, -0.0276724, -0, -0, -0.209179, 0.262941, 0.710985, -0.258195, 0.0128389, -0.298262, -1.72019, 0.0360498, 0.026186, -0.0302436, 0.0104436, -0.00611677, -0.20348, 0.269198, 0.69737, -0.268631, 
69.586, 0.0136925, -0.298076, -1.73617, 0.061737, 0.0861137, -0.0546262, 0.0087158, -0.00792345, -0.166393, 0.282875, 0.646436, -0.275281, 0.014522, -0.299596, -1.7382, 0.0644462, 0.0930409, -0.0582284, 0.023061, -0.0201338, -0.164837, 0.285395, 0.646975, -0.277611, 
69.686, 0.0153818, -0.299999, -1.7524, 0.0876752, 0.149783, -0.0792411, 0.0237704, -0.0293168, -0.161638, 0.221174, 0.628401, -0.207885, 0.0173246, -0.302255, -1.7543, 0.0906791, 0.156672, -0.0834263, 0.0320502, -0.0326041, -0.166897, 0.221489, 0.63514, -0.208453, 
69.786, 0.0181788, -0.303796, -1.77087, 0.103066, 0.214655, -0.0932748, 0.0309015, -0.0483331, -0.210764, 0.0816351, 0.670167, -0.0654979, 0.0206723, -0.306356, -1.77287, 0.10605, 0.221601, -0.0973387, 0.0330591, -0.0494474, -0.208768, 0.077685, 0.66862, -0.0623828, 
69.886, 0.0210851, -0.309553, -1.7942, 0.10358, 0.284175, -0.092766, 0.0277321, -0.0689341, -0.261474, -0.0626502, 0.721427, 0.0702442, 0.0235427, -0.312275, -1.7965, 0.105611, 0.291104, -0.0954973, 0.0225358, -0.0690806, -0.260436, -0.079908, 0.719238, 0.0914795, 
69.986, 0.0229289, -0.317345, -1.82137, 0.0913307, 0.357723, -0.0808463, 0.0103005, -0.0863657, -0.275736, -0.168016, 0.748005, 0.153778, 0.0249209, -0.320203, -1.82388, 0.0921765, 0.364529, -0.0813197, 0.00518005, -0.0871391, -0.278067, -0.171416, 0.738977, 0.174526, 
70.086, 0.0234011, -0.326619, -1.84844, 0.0743848, 0.43109, -0.0649749, -0, -0.0990432, -0.260682, -0.159473, 0.711934, 0.155676, 0.0247715, -0.329715, -1.8509, 0.0744697, 0.437614, -0.0636314, -0.0064742, -0.099453, -0.255505, -0.169879, 0.712344, 0.166529, 
70.186, 0.0233393, -0.336948, -1.87168, 0.0596487, 0.498766, -0.0517633, -0.00237704, -0.106174, -0.207595, -0.130996, 0.62935, 0.118656, 0.0237945, -0.339921, -1.87388, 0.0593104, 0.504946, -0.0490191, -0.0115064, -0.102126, -0.202176, -0.131055, 0.623146, 0.124381, 
70.286, 0.0231373, -0.346457, -1.88903, 0.0493503, 0.552898, -0.0428233, -0.00237704, -0.0784422, -0.139453, -0.0759396, 0.439501, 0.0702442, 0.0227812, -0.348969, -1.89092, 0.0487731, 0.558767, -0.0390631, -0.0086356, -0.077491, -0.135495, -0.0807453, 0.443113, 0.0754248, 
70.386, 0.0227268, -0.353049, -1.89983, 0.0432391, 0.588481, -0.037836, -0.00475407, -0.0546718, -0.0800269, -0.0474623, 0.273383, 0.0389191, 0.0219607, -0.355389, -1.90129, 0.0424054, 0.593879, -0.033241, -0.00700215, -0.0505377, -0.0764877, -0.0484282, 0.265537, 0.0437632, 
70.486, 0.0222617, -0.357093, -1.90565, 0.0398731, 0.607905, -0.035217, -0.00475407, -0.0253551, -0.0396173, -0.0227819, 0.131945, 0.0161372, 0.0214157, -0.358971, -1.90682, 0.0388112, 0.612914, -0.0300686, -0.00401875, -0.0224108, -0.0379795, -0.0251365, 0.124947, 0.0217324, 
70.586, 0.0219258, -0.358831, -1.90815, 0.0381426, 0.615906, -0.0340191, -0.00237704, -0.00950815, -0.0126775, -0.0142387, 0.0322743, 0.0104417, 0.0211005, -0.360381, -1.90909, 0.0369778, 0.620272, -0.0284888, -0.00277415, -0.00519795, -0.00993151, -0.0126767, 0.0277416, 0.0106003, 
70.686, 0.0216833, -0.359119, -1.90863, 0.0374079, 0.616455, -0.0335853, -0, -0, 0, -0.00854321, -0.0161372, 0.00569547, 0.0209298, -0.360197, -1.90929, 0.0361882, 0.619675, -0.0278568, -0.00212103, 0.00582844, 0.00702038, -0.00606784, -0.0338651, 0.00449995, 
70.786, 0.0214947, -0.358929, -1.90849, 0.0370851, 0.613128, -0.0335027, -0.00237704, 0.00475407, 0.00396173, -0, -0.042716, -0, 0.0207983, -0.359219, -1.90819, 0.035878, 0.614532, -0.0276622, -0.00161516, 0.0108352, 0.0146098, -0.00180604, -0.0607014, 0.00075749, 
70.886, 0.0214044, -0.358209, -1.90795, 0.0370652, 0.60877, -0.0335084, -0, 0.0087158, 0.00792345, -0, -0.042716, -0, 0.0208011, -0.358014, -1.9068, 0.0360819, 0.608486, -0.0278731, 0.00164962, 0.011258, 0.0133441, 0.00571113, -0.0553963, -0.00484475, 
70.986, 0.0213878, -0.35757, -1.90733, 0.0370804, 0.606369, -0.0335217, -0, -0, 0.00237704, -0, -0, -0, 0.0209116, -0.357352, -1.90584, 0.0366549, 0.605087, -0.0283783, 0.00193255, 0.000678974, 0.00209484, 0.00795045, 0.000126805, -0.00667298, 
71.085, 0.0213902, -0.357679, -1.90749, 0.0371544, 0.610099, -0.0335293, -0, -0.00713111, -0.00713111, -0, 0.0844829, -0, 0.0211379, -0.35819, -1.90672, 0.0374095, 0.609662, -0.0289319, 0.00273053, -0.0170551, -0.0202023, 0.00717754, 0.092538, -0.00477198, 
71.185, 0.0213973, -0.359212, -1.90918, 0.0371943, 0.622395, -0.0335103, -0, -0.0253551, -0.0277321, -0, 0.157575, -0, 0.0213944, -0.360781, -1.90957, 0.037822, 0.622935, -0.0291188, 0.00228831, -0.0341271, -0.0363537, 0.000902963, 0.167037, 0.00125965, 
71.286, 0.0214052, -0.362603, -1.91262, 0.0371146, 0.639791, -0.0332056, -0, -0.0380326, -0.0419943, -0.00379698, 0.182255, 0.00664472, 0.0215398, -0.364497, -1.91368, 0.0374805, 0.641251, -0.0286512, 0.000653055, -0.0386983, -0.0421048, -0.00738389, 0.189284, 0.00786302, 
71.386, 0.0214068, -0.36656, -1.91678, 0.0367472, 0.658018, -0.0324509, -0, -0.0372402, -0.0427867, -0.00569547, 0.17561, 0.00759396, 0.021557, -0.368391, -1.9179, 0.0365982, 0.659958, -0.0277595, -0.000142178, -0.0382898, -0.0403276, -0.00976427, 0.179696, 0.00941987, 
71.486, 0.021406, -0.370105, -1.92049, 0.0361254, 0.673718, -0.0316194, -0, -0.0332785, -0.0332785, -0.00569547, 0.142387, 0.00759396, 0.0214883, -0.371823, -1.92153, 0.0355497, 0.676049, -0.026783, -0.000601978, -0.0313358, -0.0314212, -0.00951977, 0.143669, 0.00876012, 
71.586, 0.0214036, -0.372989, -1.92334, 0.035497, 0.686384, -0.0309036, -0, -0.0269397, -0.0293168, -0.00379698, 0.110112, 0.00664472, 0.0213945, -0.374628, -1.92433, 0.0346714, 0.688874, -0.0259725, -7.76899e-05, -0.0239818, -0.0259477, -0.00518099, 0.116917, 0.00495259, 
71.686, 0.0214036, -0.37542, -1.92592, 0.0352493, 0.697636, -0.0304414, -0, -0.0261474, -0.0253551, -0, 0.118656, 0.00569547, 0.0214259, -0.377118, -1.92685, 0.0342401, 0.700463, -0.0255128, 0.000504011, -0.0262962, -0.0254037, -0.0031824, 0.120325, 0.00368876, 
71.786, 0.021406, -0.378386, -1.92871, 0.0350386, 0.711579, -0.0300977, -0, -0.0364479, -0.0301091, -0.00379698, 0.167067, -0, 0.0214921, -0.380262, -1.92964, 0.0339244, 0.714427, -0.0251342, 0.00114292, -0.0376399, -0.031072, -0.00211867, 0.165045, 0.00296432, 
71.886, 0.0214092, -0.382742, -1.93231, 0.0348373, 0.730869, -0.0297617, -0, -0.0515025, -0.0380326, -0.00284774, 0.224971, 0.00284774, 0.0216188, -0.384693, -1.93338, 0.0336427, 0.733991, -0.0247355, 0.001016, -0.0505389, -0.040288, -0.00443228, 0.216931, 0.00536522, 
71.986, 0.0214139, -0.388062, -1.93639, 0.034431, 0.752845, -0.029157, -0, -0.0515025, -0.0404096, -0.00474623, 0.217377, 0.00569547, 0.0216796, -0.389857, -1.93755, 0.0330546, 0.756006, -0.0240676, 0.000161764, -0.0512263, -0.0401368, -0.00719266, 0.216014, 0.00741032, 
72.086, 0.0214163, -0.393227, -1.94019, 0.0339469, 0.773903, -0.0284299, -0, -0.0499178, -0.0348632, -0.00759396, 0.206936, 0.00664472, 0.021684, -0.394973, -1.94139, 0.0323378, 0.77714, -0.0233296, -0.000209504, -0.0513273, -0.0354813, -0.00763286, 0.205773, 0.00756846, 
72.186, 0.0214163, -0.39825, -1.94383, 0.0334628, 0.793864, -0.0277066, -0, -0.0483331, -0.0324862, -0.00664472, 0.205037, 0.00854321, 0.0216771, -0.399913, -1.94493, 0.0316581, 0.79722, -0.0226469, -0.000360162, -0.0498873, -0.0335893, -0.00757208, 0.195845, 0.00739878, 
72.286, 0.0214155, -0.402785, -1.94702, 0.0327452, 0.811627, -0.026914, -0, -0.0404096, -0.0253551, -0.00759396, 0.149981, 0.0104417, 0.0216038, -0.404379, -1.94795, 0.0308529, 0.814787, -0.0219085, -0.000898833, -0.0381851, -0.0257508, -0.00762116, 0.151177, 0.00652402, 
72.386, 0.0214139, -0.406173, -1.94925, 0.0320086, 0.823916, -0.0262457, -0, -0.0277321, -0.0190163, -0.00569547, 0.0920768, 0.00569547, 0.0214862, -0.407542, -1.95003, 0.0300832, 0.827024, -0.0212664, -0.00131792, -0.0240135, -0.015471, -0.00715536, 0.0913216, 0.00595236, 
72.486, 0.0214092, -0.408089, -1.95047, 0.031401, 0.829941, -0.0256581, -0, -0.00950815, -0.00713111, -0.00474623, 0.0265789, 0.00664472, 0.0213421, -0.409003, -1.95107, 0.0294556, 0.832603, -0.020774, -0.00216214, -0.0050554, -0.00431364, -0.00587839, 0.0186946, 0.00427942, 
72.586, 0.0213997, -0.408306, -1.95063, 0.0308951, 0.828851, -0.0252091, -0, 0.00316938, 0, -0.00664472, -0.054107, 0.00379698, 0.0211658, -0.408328, -1.95086, 0.0289556, 0.830004, -0.0204476, -0.00375113, 0.0183718, 0.0101146, -0.00666936, -0.0741095, 0.00384843, 
72.686, 0.0213783, -0.406407, -1.94997, 0.0303341, 0.8181, -0.0248512, -0, 0.0396173, 0.0150546, -0, -0.164219, -0, 0.0209228, -0.405149, -1.94902, 0.0284952, 0.81739, -0.0202441, -0.000244322, 0.0456641, 0.0250561, -0.000548741, -0.174839, -0.00105424, 
