Time, q_r1, q_r2, q_r3, q_r4, q_r5, q_r6, dq_r1, dq_r2, dq_r3, dq_r4, dq_r5, dq_r6, q_n1, q_n2, q_n3, q_n4, q_n5, q_n6, dq_n1, dq_n2, dq_n3, dq_n4, dq_n5, dq_n6
38.186, 0.016545, -0.306402, -1.63456, -0.0387197, -0.221955, 0.0431897, -0, 0.0261474, -0.159261, -0.0313251, 0.312302, 0.0322743, 0.0160873, -0.306016, -1.63612, -0.040242, -0.218311, 0.0481605, -0.0026063, 0.0218247, -0.154727, -0.0307976, 0.305337, 0.0290138, 
38.286, 0.016442, -0.304303, -1.64969, -0.0418693, -0.192071, 0.046251, -0, 0.0182239, -0.142622, -0.0294266, 0.285723, 0.0284774, 0.015797, -0.304028, -1.65111, -0.0433003, -0.188488, 0.0510244, -0.00319806, 0.0180381, -0.14526, -0.0301179, 0.291243, 0.028012, 
38.386, 0.0162653, -0.302575, -1.66382, -0.0448661, -0.163507, 0.0491035, -0, 0.0142622, -0.141037, -0.0227819, 0.268636, 0.0284774, 0.0154471, -0.3024, -1.66515, -0.0462068, -0.160085, 0.0537127, -0.00378702, 0.0146329, -0.13551, -0.0277414, 0.276923, 0.0254393, 
38.486, 0.0160307, -0.30118, -1.67688, -0.0475173, -0.136474, 0.0516826, -0.00396173, 0.0142622, -0.129152, -0.0256296, 0.267687, 0.0265789, 0.0150413, -0.301093, -1.67819, -0.0487741, -0.133133, 0.0560384, -0.00430671, 0.0115877, -0.125254, -0.0232574, 0.262161, 0.020742, 
38.586, 0.0157217, -0.300066, -1.68896, -0.049674, -0.110905, 0.053696, -0.00316938, 0.0087158, -0.11489, -0.0161372, 0.256296, 0.0161372, 0.0145902, -0.300073, -1.69016, -0.0507685, -0.107689, 0.0577701, -0.00467993, 0.00888294, -0.114277, -0.016258, 0.246744, 0.0135475, 
38.686, 0.0153176, -0.299154, -1.69995, -0.0510267, -0.0870069, 0.0548863, -0.00396173, 0.0087158, -0.0990432, -0.00759396, 0.22592, 0.00474623, 0.0141126, -0.299307, -1.701, -0.05192, -0.0838272, 0.0586443, -0.0048274, 0.006526, -0.102436, -0.00638318, 0.230516, 0.0035593, 
38.786, 0.0148169, -0.298502, -1.70961, -0.0513181, -0.0646427, 0.0551028, -0.00475407, 0.00633876, -0.089535, 0.00284774, 0.222123, -0, 0.0136347, -0.298759, -1.71061, -0.0519448, -0.0616275, 0.0583879, -0.00467822, 0.00449975, -0.0897793, 0.00623958, 0.213514, -0.00899148, 
38.886, 0.0143224, -0.298044, -1.7181, -0.0508188, -0.0440412, 0.0547069, -0.00396173, 0.00316938, -0.0816116, 0.00949246, 0.189849, -0.00949246, 0.0131882, -0.298398, -1.71892, -0.0505788, -0.0411618, 0.0567505, -0.00420138, 0.0028045, -0.07648, 0.0212947, 0.195893, -0.023897, 
38.986, 0.0138874, -0.297778, -1.72514, -0.0488017, -0.0252964, 0.0529992, -0.00316938, 0.00237704, -0.06418, 0.0294266, 0.171813, -0.0246804, 0.0128054, -0.298189, -1.72589, -0.0476169, -0.0224749, 0.0535413, -0.00341561, 0.0014296, -0.0629207, 0.0379807, 0.178017, -0.0402724, 
39.086, 0.013519, -0.297662, -1.73074, -0.0448053, -0.00823755, 0.04958, -0.00316938, -0, -0.0522948, 0.0474623, 0.157575, -0.0455638, 0.012514, -0.298103, -1.7315, -0.0429468, -0.0055695, 0.0486605, -0.0023916, 0.000358881, -0.0495726, 0.0552552, 0.160345, -0.0571493, 
39.186, 0.0132607, -0.29763, -1.73518, -0.0389456, 0.00695322, 0.0444133, -0, -0.00237704, -0.0396173, 0.0673964, 0.142387, -0.057904, 0.0123325, -0.298109, -1.73581, -0.0365689, 0.0096008, 0.0421185, -0.00123897, -0.000441758, -0.0369534, 0.0719512, 0.143391, -0.0733486, 
39.286, 0.0131014, -0.297624, -1.73847, -0.0315074, 0.020723, 0.0375493, -0, -0, -0.0269397, 0.0854321, 0.134793, -0.0740412, 0.0122676, -0.298184, -1.73892, -0.0285976, 0.0231321, 0.0340338, -7.77428e-05, -0.00101054, -0.025522, 0.0869781, 0.127618, -0.0878438, 
39.386, 0.0130349, -0.297627, -1.74071, -0.0225977, 0.0328078, 0.0292377, -0, -0, -0.0174316, 0.0911276, 0.112011, -0.0863813, 0.0123149, -0.298305, -1.74096, -0.0192439, 0.0351611, 0.024616, 0.000990432, -0.0013909, -0.015609, 0.0995263, 0.113372, -0.0999036, 
39.486, 0.0130222, -0.297634, -1.74198, -0.0123487, 0.0435201, 0.0197472, -0, -0, -0.00792345, 0.106316, 0.102519, -0.0977723, 0.0124611, -0.298458, -1.74209, -0.00878294, 0.0458515, 0.0141427, 0.00189248, -0.00162754, -0.00741161, 0.109052, 0.100865, -0.108955, 
39.585, 0.0130262, -0.297645, -1.74241, -0.00136502, 0.0532944, 0.00920578, -0, -0, 0, 0.109163, 0.0863813, -0.111062, 0.0126878, -0.298628, -1.7425, 0.00246433, 0.0553855, 0.0029083, 0.00260172, -0.00175999, -0.000999965, 0.115357, 0.0902005, -0.114996, 
39.686, 0.0130349, -0.297669, -1.74245, 0.0102025, 0.0619601, -0.00184723, -0, -0, 0, 0.122453, 0.0816351, -0.110112, 0.0129753, -0.298806, -1.74234, 0.0141844, 0.0639419, -0.00876739, 0.00311313, -0.00188304, 0.00377492, 0.118547, 0.0813058, -0.117907, 
39.786, 0.0130602, -0.297718, -1.74243, 0.0220927, 0.0697173, -0.0131262, -0, -0, 0, 0.116757, 0.0740412, -0.113909, 0.0133051, -0.298991, -1.7418, 0.0260757, 0.0716948, -0.0205889, 0.00345375, -0.00184983, 0.0068559, 0.118828, 0.0740867, -0.118051, 
39.886, 0.0131094, -0.297775, -1.74232, 0.0339042, 0.077243, -0.0245314, -0, -0, 0.00237704, 0.120554, 0.0740412, -0.111062, 0.0136668, -0.299183, -1.74108, 0.037944, 0.0790239, -0.0323694, 0.00382268, -0.00204077, 0.00676139, 0.11901, 0.0751019, -0.118089, 
39.986, 0.0132076, -0.297889, -1.74222, 0.0458618, 0.0856836, -0.0360894, -0, -0, 0, 0.123402, 0.0920768, -0.117706, 0.0140836, -0.299415, -1.74062, 0.0499603, 0.0872076, -0.0442724, 0.004549, -0.00261063, 0.00220507, 0.121159, 0.0891013, -0.119827, 
40.086, 0.0133875, -0.298077, -1.74221, 0.0580084, 0.0952179, -0.0478486, -0, -0, 0, 0.116757, 0.107265, -0.114859, 0.0145795, -0.299712, -1.74063, 0.0620599, 0.0967655, -0.0562129, 0.00540858, -0.00336221, -0.00327778, 0.119942, 0.103272, -0.118025, 
40.186, 0.0137218, -0.298366, -1.74225, 0.0698787, 0.106128, -0.0594028, 0.00396173, -0.00237704, 0, 0.114859, 0.117706, -0.11296, 0.015168, -0.300089, -1.74124, 0.0739109, 0.107739, -0.0678544, 0.00635822, -0.00420605, -0.00926577, 0.115726, 0.116465, -0.11341, 
40.286, 0.0142384, -0.298785, -1.74263, 0.0810694, 0.118403, -0.0702034, 0.00554642, -0.00396173, -0.00713111, 0.106316, 0.120554, -0.0977723, 0.0158447, -0.300553, -1.74249, 0.0849584, 0.119884, -0.078658, 0.00719481, -0.00512232, -0.0163194, 0.10464, 0.127351, -0.101902, 
40.386, 0.0148795, -0.299347, -1.74421, 0.0909539, 0.131903, -0.0797651, 0.0087158, -0.00633876, -0.022978, 0.0939753, 0.144285, -0.0882798, 0.0166194, -0.301132, -1.74464, 0.0947618, 0.133534, -0.0881612, 0.00830831, -0.00654317, -0.0271037, 0.0905724, 0.14634, -0.0871942, 
40.486, 0.0157447, -0.300087, -1.7474, 0.0991487, 0.147701, -0.0877179, 0.00792345, -0.0087158, -0.0396173, 0.0711934, 0.171813, -0.0692949, 0.0175026, -0.301875, -1.748, 0.102824, 0.149205, -0.0958621, 0.00932701, -0.00837542, -0.0404775, 0.0699712, 0.16743, -0.0660463, 
40.585, 0.0167177, -0.301036, -1.75206, 0.105029, 0.165517, -0.0934162, 0.0110928, -0.0103005, -0.0554642, 0.0455638, 0.190798, -0.0417668, 0.0184788, -0.302829, -1.75285, 0.108525, 0.167185, -0.101146, 0.0101003, -0.0107763, -0.0567277, 0.0431893, 0.192003, -0.0388094, 
40.686, 0.0177168, -0.302214, -1.75842, 0.108029, 0.185963, -0.0960589, 0.0103005, -0.0118852, -0.0736881, 0.0113909, 0.203139, -0.0104417, 0.0195025, -0.304046, -1.75942, 0.111275, 0.18767, -0.103437, 0.0101055, -0.013739, -0.0737603, 0.0106823, 0.215301, -0.00602899, 
40.786, 0.0186558, -0.303735, -1.76653, 0.108111, 0.208359, -0.0959355, 0.00792345, -0.0166393, -0.089535, -0.00854321, 0.227819, 0.0132894, 0.0204618, -0.305544, -1.76759, 0.1106, 0.210087, -0.102321, 0.0088906, -0.0162884, -0.0890227, -0.0237678, 0.231831, 0.0278878, 
40.886, 0.0194568, -0.305539, -1.77595, 0.105345, 0.232044, -0.0933944, 0.00792345, -0.020601, -0.100628, -0.0417668, 0.236362, 0.0360713, 0.0212471, -0.307311, -1.77712, 0.10666, 0.233921, -0.0980114, 0.00695308, -0.0191174, -0.101416, -0.0527844, 0.24625, 0.0561775, 
40.986, 0.0201739, -0.307555, -1.78639, 0.0998635, 0.257317, -0.0885845, 0.00554642, -0.0213933, -0.107759, -0.0664472, 0.255347, 0.0569547, 0.0218174, -0.309379, -1.78774, 0.100278, 0.259207, -0.091341, 0.00446343, -0.0221404, -0.109901, -0.0730283, 0.258353, 0.0753001, 
41.086, 0.0207032, -0.310031, -1.79775, 0.0927261, 0.283904, -0.0822113, 0.00554642, -0.0277321, -0.115682, -0.0759396, 0.272433, 0.0664472, 0.0221555, -0.311765, -1.79903, 0.0924441, 0.285762, -0.0833227, 0.00243321, -0.0256756, -0.115523, -0.0817229, 0.273585, 0.0831282, 
41.186, 0.0210835, -0.31281, -1.80936, 0.0849632, 0.311923, -0.0752495, 0.00316938, -0.0285244, -0.116475, -0.0768889, 0.297114, 0.0711934, 0.0223132, -0.314528, -1.81072, 0.0841957, 0.313859, -0.074971, 0.000868545, -0.0296981, -0.117662, -0.0818719, 0.287801, 0.0826055, 
41.286, 0.0212761, -0.315819, -1.82118, 0.077335, 0.341256, -0.0684501, -0, -0.0316938, -0.116475, -0.0721427, 0.292368, 0.0654979, 0.0223373, -0.317669, -1.82246, 0.0762542, 0.343189, -0.0669926, -0.000248514, -0.0333761, -0.116762, -0.0761416, 0.298357, 0.0761836, 
41.386, 0.0213402, -0.319314, -1.83262, 0.0703638, 0.371323, -0.0622012, -0, -0.0356555, -0.109344, -0.0683457, 0.299962, 0.0588532, 0.0222744, -0.321166, -1.83393, 0.0690689, 0.373254, -0.0598205, -0.000911545, -0.0363169, -0.11249, -0.0672372, 0.302051, 0.0670205, 
41.486, 0.0213537, -0.322998, -1.84362, 0.0642924, 0.401598, -0.0567725, -0, -0.0388249, -0.110136, -0.0569547, 0.299962, 0.0531578, 0.0221682, -0.324974, -1.84485, 0.0628525, 0.403489, -0.0536477, -0.00114212, -0.0393806, -0.106096, -0.0570842, 0.301703, 0.0566567, 
41.586, 0.0213553, -0.32697, -1.85396, 0.05912, 0.431506, -0.052143, -0, -0.0404096, -0.0990432, -0.042716, 0.302809, 0.0417668, 0.0220511, -0.329019, -1.85509, 0.0576329, 0.433387, -0.0484845, -0.00107618, -0.0416447, -0.099049, -0.047238, 0.297694, 0.0466596, 
41.685, 0.0213561, -0.331386, -1.86356, 0.054742, 0.46123, -0.0482767, -0, -0.045956, -0.0919121, -0.0389191, 0.307556, 0.0360713, 0.0219577, -0.333319, -1.8647, 0.0533549, 0.463122, -0.0442507, -0.00076877, -0.044158, -0.0931953, -0.0388418, 0.295908, 0.0384414, 
41.786, 0.0213545, -0.335962, -1.87259, 0.0511055, 0.490287, -0.0451755, -0, -0.045956, -0.0863657, -0.0341728, 0.279078, 0.0284774, 0.0218729, -0.337791, -1.87365, 0.0497672, 0.492192, -0.0407104, -0.000907631, -0.0448642, -0.0853043, -0.0330556, 0.2834, 0.0325508, 
41.886, 0.0213537, -0.340556, -1.88072, 0.0480556, 0.517895, -0.0425983, -0, -0.045956, -0.0776499, -0.0303759, 0.270535, 0.0199342, 0.0217828, -0.342269, -1.88175, 0.0467379, 0.519727, -0.0377386, -0.000854672, -0.0446308, -0.0770145, -0.0275868, 0.267496, 0.0270418, 
41.986, 0.0213537, -0.345067, -1.88796, 0.0455628, 0.543972, -0.0404777, -0, -0.045956, -0.0721034, -0.0208834, 0.261992, 0.0170864, 0.0217074, -0.346725, -1.88909, 0.0442329, 0.545798, -0.035287, -0.000596133, -0.0447737, -0.0702931, -0.0225654, 0.255929, 0.0221011, 
42.086, 0.0213513, -0.349524, -1.89484, 0.043446, 0.569104, -0.0386656, -0, -0.0451637, -0.06418, -0.0189849, 0.250601, 0.0161372, 0.0216504, -0.351209, -1.89584, 0.0421339, 0.570873, -0.0332299, -0.00039618, -0.0450579, -0.0648082, -0.0187345, 0.246719, 0.0184902, 
42.186, 0.0213505, -0.354071, -1.90133, 0.041763, 0.594119, -0.0371003, -0, -0.0483331, -0.0657647, -0.0123402, 0.252499, 0.0142387, 0.0216336, -0.355851, -1.90221, 0.0404379, 0.595754, -0.0315454, 0.000104836, -0.0480263, -0.0629845, -0.0154183, 0.252362, 0.0154689, 
42.286, 0.0213497, -0.359178, -1.90764, 0.0403686, 0.620043, -0.0357211, -0, -0.0530871, -0.0633876, -0.0142387, 0.26484, 0.0151879, 0.0216508, -0.360883, -1.90851, 0.0389789, 0.621639, -0.0300701, 0.000277268, -0.0527013, -0.0632528, -0.0138771, 0.265788, 0.0141252, 
42.386, 0.0213521, -0.364784, -1.91389, 0.038939, 0.647386, -0.0343409, -0, -0.0578412, -0.0625953, -0.0123402, 0.284774, 0.0123402, 0.0216794, -0.366416, -1.91487, 0.0376267, 0.648986, -0.0286943, 0.000306797, -0.058412, -0.0636515, -0.0131888, 0.281656, 0.0134142, 
42.486, 0.0213521, -0.37084, -1.92039, 0.0375208, 0.676546, -0.0329075, -0, -0.06418, -0.0649723, -0.0142387, 0.302809, 0.0142387, 0.0217131, -0.372563, -1.92132, 0.0363384, 0.678135, -0.0273714, 0.000290046, -0.0647047, -0.0646294, -0.0128357, 0.300094, 0.0131432, 
42.586, 0.0213537, -0.377441, -1.92697, 0.0361701, 0.70741, -0.031439, -0, -0.0697264, -0.0657647, -0.0104417, 0.311353, 0.0132894, 0.0217399, -0.379329, -1.92784, 0.0350729, 0.709021, -0.0260718, 0.000256623, -0.0701628, -0.0661608, -0.0124539, 0.317345, 0.0128572, 
42.686, 0.0213529, -0.384899, -1.93338, 0.0347974, 0.739813, -0.030018, -0, -0.0784422, -0.0633876, -0.0123402, 0.335084, 0.0132894, 0.0217543, -0.38675, -1.93428, 0.0338267, 0.741439, -0.0248003, 2.74963e-05, -0.0780934, -0.0627686, -0.0124686, 0.330862, 0.0126985, 
42.786, 0.0213537, -0.392981, -1.9394, 0.0335122, 0.772936, -0.0286634, -0, -0.0808192, -0.0618029, -0.0132894, 0.331287, 0.0151879, 0.0217419, -0.394692, -1.94043, 0.0325827, 0.774589, -0.0235488, -0.000317819, -0.0800699, -0.059548, -0.0124415, 0.328864, 0.0123736, 
42.886, 0.0213529, -0.40101, -1.94512, 0.032188, 0.805042, -0.0273031, -0, -0.0800269, -0.0562565, -0.0142387, 0.307556, 0.0142387, 0.0216939, -0.402658, -1.94604, 0.0313653, 0.806657, -0.022357, -0.00062678, -0.0794707, -0.0518441, -0.011892, 0.311661, 0.0114943, 
42.986, 0.0213529, -0.408834, -1.95021, 0.03101, 0.835441, -0.0260587, -0, -0.0792345, -0.0467484, -0.0113909, 0.300911, 0.0123402, 0.0216351, -0.410487, -1.95098, 0.0302657, 0.837035, -0.0212968, -0.000566696, -0.0772322, -0.0466549, -0.0102509, 0.29566, 0.00989495, 
43.086, 0.0213513, -0.416726, -1.9546, 0.0299468, 0.864156, -0.0248987, -0, -0.0784422, -0.0419943, -0.00854321, 0.284774, 0.0123402, 0.0215774, -0.418146, -1.95529, 0.0293003, 0.865762, -0.0203679, -0.000564035, -0.075719, -0.0403412, -0.00903776, 0.279532, 0.00866137, 
43.186, 0.0213521, -0.424196, -1.95842, 0.0289662, 0.891343, -0.0238697, -0, -0.0736881, -0.0364479, -0.00759396, 0.26389, 0.0113909, 0.021524, -0.425592, -1.95909, 0.0284554, 0.892941, -0.0195617, -0.000489854, -0.0730768, -0.0362654, -0.00786233, 0.264774, 0.00751279, 
43.286, 0.0213513, -0.431325, -1.96167, 0.0280958, 0.9171, -0.0230059, -0, -0.0744805, -0.0277321, -0.00949246, 0.246804, 0.00854321, 0.0214712, -0.432856, -1.96236, 0.0277032, 0.918626, -0.0188477, -0.000568949, -0.0722898, -0.0289634, -0.0072019, 0.249141, 0.0067541, 
43.386, 0.0213497, -0.438497, -1.96447, 0.027325, 0.94154, -0.0222399, -0, -0.0689341, -0.0277321, -0.00759396, 0.240159, 0.00664472, 0.0214242, -0.43986, -1.96527, 0.0270425, 0.942953, -0.0182202, -0.000490607, -0.0694866, -0.0261771, -0.00629537, 0.236378, 0.00594254, 
43.486, 0.021349, -0.445448, -1.96702, 0.0265988, 0.964649, -0.0215365, -0, -0.0673494, -0.0237704, -0.00569547, 0.234464, 0.00854321, 0.0213765, -0.446668, -1.96774, 0.0264452, 0.965947, -0.0176577, -0.000456313, -0.0668817, -0.0230964, -0.00562405, 0.223777, 0.00532307, 
43.586, 0.0213466, -0.452058, -1.96922, 0.0259343, 0.986424, -0.0209176, -0, -0.0625953, -0.0190163, -0.00854321, 0.214529, 0.00284774, 0.0213316, -0.453236, -1.96988, 0.0259099, 0.987706, -0.017155, -0.000530722, -0.0654537, -0.017755, -0.00529853, 0.210439, 0.00481403, 
43.686, 0.021345, -0.458336, -1.97109, 0.0253591, 1.00713, -0.0203366, -0, -0.0633876, -0.0190163, -0.00379698, 0.196494, 0.00474623, 0.0212891, -0.459568, -1.97174, 0.0254285, 1.0083, -0.0167051, -0.000432448, -0.0623069, -0.0168853, -0.00461838, 0.200233, 0.00431876, 
43.786, 0.0213426, -0.464577, -1.97279, 0.0248209, 1.02679, -0.0197206, -0, -0.0633876, -0.0150546, -0.00664472, 0.200291, 0.00569547, 0.0212478, -0.465666, -1.97333, 0.0249908, 1.02779, -0.0163019, -0.000449487, -0.0604628, -0.0133743, -0.00425576, 0.189067, 0.00386586, 
43.886, 0.0213402, -0.470618, -1.9741, 0.0243301, 1.0452, -0.0191605, -0, -0.0570489, -0.0126775, -0, 0.181306, 0.00379698, 0.0212083, -0.471535, -1.97468, 0.0245934, 1.04623, -0.0159271, -0.000386029, -0.0574286, -0.0127742, -0.00380281, 0.179705, 0.00343837, 
43.985, 0.0213371, -0.47624, -1.97525, 0.0238849, 1.06271, -0.0186413, -0, -0.0530871, -0.0134699, -0.00474623, 0.164219, 0.00379698, 0.0211663, -0.477152, -1.97578, 0.0242217, 1.06356, -0.0155885, -0.000468246, -0.0532285, -0.0104739, -0.00366196, 0.164104, 0.0032951, 
44.086, 0.0213323, -0.481004, -1.97623, 0.0234568, 1.07716, -0.0181334, -0, -0.0419943, -0.00713111, -0.00284774, 0.121503, 0.00569547, 0.0211017, -0.481892, -1.97664, 0.0238383, 1.07798, -0.0152691, -0.000793176, -0.0398884, -0.00715131, -0.0038757, 0.120761, 0.00295882, 
44.186, 0.0213228, -0.4842, -1.97678, 0.0230486, 1.08624, -0.0176484, -0, -0.0213933, -0.00396173, -0.00379698, 0.057904, 0.00284774, 0.0210058, -0.484765, -1.9772, 0.0234603, 1.08671, -0.0150017, -0.000738673, -0.0168161, -0.00327149, -0.00333995, 0.0502418, 0.00211024, 
44.286, 0.0213085, -0.485146, -1.97701, 0.0227563, 1.08788, -0.0172592, -0, -0, 0, -0.00284774, -0.0189849, 0.00474623, 0.0208977, -0.485048, -1.97736, 0.0231516, 1.08756, -0.0148266, -0.00261608, 0.0113076, 5.26167e-05, -0.00377155, -0.0339477, 0.00211495, 
44.386, 0.0212856, -0.484095, -1.97702, 0.0225332, 1.08169, -0.0170076, -0, 0.0309015, 0, -0, -0.111062, -0, 0.0207702, -0.482349, -1.97711, 0.0229265, 1.07943, -0.0147533, -0.000796666, 0.0427665, 0.00457355, -0.00123733, -0.128531, -0.000101672, 
44.486, 0.0212555, -0.479008, -1.97693, 0.0224535, 1.06502, -0.0168311, -0, 0.0673494, 0.00316938, -0, -0.22687, -0, 0.0206447, -0.47638, -1.97628, 0.0228264, 1.06126, -0.0148043, -5.27865e-05, 0.0771907, 0.0105575, 0.000723414, -0.233461, -0.00200471, 
44.586, 0.0212182, -0.470347, -1.97606, 0.0224525, 1.03751, -0.0168121, -0, 0.103797, 0.0158469, -0, -0.32654, -0, 0.0205228, -0.467151, -1.97455, 0.0228757, 1.03257, -0.0150142, -0.000330018, 0.10706, 0.0226507, 0.00199367, -0.337314, -0.00339463, 
44.686, 0.021181, -0.458533, -1.97372, 0.022462, 1.00002, -0.0168178, -0, 0.134699, 0.0348632, -0, -0.423364, -0, 0.0204202, -0.455154, -1.97161, 0.0231207, 0.99415, -0.0153999, -0.00190559, 0.131377, 0.0370847, 0.00238838, -0.428811, -0.00406497, 
44.786, 0.0211239, -0.444403, -1.96958, 0.022481, 0.953668, -0.0168235, -0, 0.147376, 0.0499178, 0.00284774, -0.5031, -0, 0.0202782, -0.441011, -1.96713, 0.023493, 0.947061, -0.0159222, -0.000483308, 0.149726, 0.053408, 0.00574018, -0.510552, -0.00671441, 
44.886, 0.0210613, -0.428615, -1.96334, 0.022575, 0.898553, -0.0168425, -0, 0.169562, 0.0760652, -0, -0.594228, -0, 0.0201435, -0.425098, -1.96068, 0.024053, 0.891498, -0.0166253, -0.00246411, 0.167483, 0.0750737, 0.00556605, -0.598431, -0.00754424, 
44.986, 0.0209029, -0.411478, -1.95455, 0.022742, 0.834523, -0.0168776, -0, 0.183032, 0.10459, -0, -0.683457, -0, 0.0198601, -0.407825, -1.95162, 0.0246321, 0.827058, -0.0174101, -0.00257116, 0.179413, 0.105498, 0.00691355, -0.69064, -0.00921372, 
45.086, 0.0206866, -0.393129, -1.94263, 0.0231749, 0.761163, -0.0170845, -0.00237704, 0.188578, 0.133114, 0.00474623, -0.775534, -0.00474623, 0.0195704, -0.3895, -1.93937, 0.0254299, 0.753328, -0.0184229, -0.00364564, 0.184571, 0.140925, 0.00898881, -0.781764, -0.0112198, 
45.185, 0.0203752, -0.374381, -1.92695, 0.0238517, 0.679084, -0.0174623, -0.00316938, 0.186994, 0.174316, 0.00664472, -0.857169, -0.00759396, 0.0191838, -0.370888, -1.92347, 0.0264142, 0.671124, -0.0196429, -0.00384196, 0.184494, 0.178299, 0.0125449, -0.858561, -0.0145248, 
45.286, 0.0199291, -0.356362, -1.9073, 0.0248475, 0.590319, -0.0180651, -0.00475407, 0.175901, 0.207595, 0.00949246, -0.916971, -0.00759396, 0.018679, -0.353086, -1.90358, 0.0275987, 0.582329, -0.0210799, -0.00484396, 0.171323, 0.218255, 0.014412, -0.912697, -0.0166796, 
45.386, 0.0193427, -0.340075, -1.88396, 0.0260644, 0.498149, -0.0188947, -0.0087158, 0.151338, 0.248004, 0.0180357, -0.937855, -0.00854321, 0.0180488, -0.337218, -1.88003, 0.0289329, 0.490131, -0.0226742, -0.00685737, 0.148694, 0.248975, 0.0144504, -0.927793, -0.0168977, 
45.486, 0.0186391, -0.326413, -1.85789, 0.0274835, 0.40614, -0.0198981, -0.00713111, 0.123606, 0.27019, 0.0151879, -0.919819, -0.0113909, 0.0173012, -0.323939, -1.85387, 0.0303711, 0.398215, -0.0243644, -0.00827553, 0.11677, 0.271387, 0.0130683, -0.904181, -0.0156949, 
45.586, 0.0178183, -0.315817, -1.83035, 0.028615, 0.317727, -0.0207011, -0.00792345, 0.0887427, 0.276529, 0.00854321, -0.860966, -0.00379698, 0.0164008, -0.313769, -1.82624, 0.0313757, 0.309883, -0.0256434, -0.0098081, 0.086576, 0.280028, 0.00499189, -0.860663, -0.00784942, 
45.686, 0.0168714, -0.308252, -1.80236, 0.0286644, 0.234025, -0.0206727, -0.0103005, 0.0610106, 0.274152, -0.00379698, -0.812554, -0, 0.0153432, -0.306488, -1.79829, 0.0309448, 0.226389, -0.0255115, -0.0110873, 0.0599075, 0.277593, -0.0157234, -0.809161, 0.0127028, 
45.786, 0.0157891, -0.303059, -1.77529, 0.0263729, 0.155983, -0.0184875, -0.0110928, 0.0388249, 0.266228, -0.0455638, -0.76699, 0.0417668, 0.0142053, -0.301758, -1.77123, 0.0275076, 0.148572, -0.0223566, -0.0112575, 0.0359929, 0.261453, -0.0559961, -0.746962, 0.0534647, 
45.886, 0.0146742, -0.300035, -1.75034, 0.0190665, 0.0844999, -0.011652, -0.0103005, 0.0198086, 0.22978, -0.106316, -0.685355, 0.102519, 0.0132078, -0.299093, -1.74652, 0.0190904, 0.0772982, -0.0141154, -0.00825537, 0.0172541, 0.231483, -0.115447, -0.677744, 0.114685, 
45.986, 0.0139817, -0.298609, -1.7289, 0.00502151, 0.0202446, 0.0018833, -0.00316938, 0.00633876, 0.194125, -0.178458, -0.613213, 0.159473, 0.0127588, -0.298106, -1.72535, 0.004052, 0.0132375, 0.000998831, -0.000306424, 0.00300774, 0.191441, -0.186058, -0.603843, 0.188861, 
46.086, 0.0139397, -0.298221, -1.71165, -0.0156312, -0.0368886, 0.0224554, 0.00237704, -0.00237704, 0.157677, -0.234464, -0.54107, 0.237311, 0.0132783, -0.298089, -1.70833, -0.0174188, -0.0437577, 0.0230208, 0.0105173, -0.0066049, 0.154704, -0.241777, -0.53906, 0.249424, 
46.186, 0.0143438, -0.298414, -1.69714, -0.0405091, -0.0884801, 0.0476521, 0.00792345, -0.00633876, 0.134699, -0.257246, -0.495506, 0.253449, 0.0147038, -0.299194, -1.69402, -0.0429841, -0.0952464, 0.0494704, 0.0181598, -0.0150176, 0.135832, -0.260504, -0.49525, 0.270731, 
46.286, 0.0158794, -0.299568, -1.68339, -0.0646787, -0.136886, 0.0724455, 0.0237704, -0.0182239, 0.139453, -0.22687, -0.46513, 0.223073, 0.0168623, -0.301019, -1.68031, -0.0675204, -0.143549, 0.0751433, 0.0242345, -0.0223556, 0.144308, -0.221373, -0.476123, 0.233027, 
46.386, 0.018464, -0.30188, -1.66748, -0.0823983, -0.184582, 0.0912244, 0.0253551, -0.0293168, 0.173524, -0.134793, -0.485064, 0.140488, 0.0195342, -0.303552, -1.66434, -0.0854449, -0.191413, 0.0943453, 0.0261212, -0.0316509, 0.180849, -0.12888, -0.484654, 0.141782, 
46.485, 0.0209639, -0.305335, -1.64663, -0.0894275, -0.235157, 0.099836, 0.0261474, -0.0419943, 0.236911, -0.0142387, -0.519237, 0.0275281, 0.0219876, -0.307167, -1.64314, -0.0926224, -0.24195, 0.102663, 0.0210715, -0.0448716, 0.248557, -0.0121743, -0.527434, 0.020898, 
46.586, 0.0229194, -0.310146, -1.61926, -0.086107, -0.289747, 0.0978207, 0.0142622, -0.0554642, 0.305053, 0.0835336, -0.570497, -0.0635995, 0.02365, -0.311969, -1.61542, -0.0882851, -0.296531, 0.0990277, 0.0125949, -0.0547282, 0.305656, 0.0908046, -0.561423, -0.0855351, 
46.686, 0.0239288, -0.316173, -1.58693, -0.074419, -0.346856, 0.0879656, 0.00554642, -0.0681417, 0.345463, 0.133844, -0.573344, -0.119605, 0.0241845, -0.318059, -1.58288, -0.0760153, -0.353497, 0.0870125, -0.000958184, -0.0664023, 0.34057, 0.142972, -0.573509, -0.143253, 
